MedCode,MedDescription,MedFamily
3302397,DAGLA 50MG C/30 TAB(ITOPRIDA) TAKEDA,Tracto alimentario y metabolismo
3302402,KEFLEX 500MG C/12 TAB(CEFALEXINA ),Antiinfecciosos para uso sistémico
3302409,DOSTEIN 175MG SUSP PVO(ERDOSTEINA),Sistema respiratorio
3302418,CLODASET METOCLOPRAMIDA/ONDANSETRON 10/4MG AMP,Tracto alimentario y metabolismo
3302420,KIDDI PHARMATON JARABE 200ML MULTIVITAMINICO,Tracto alimentario y metabolismo
3302422,LACTULAX 66.66G JARABE 125ML C/DOSI (LACTULOSA),Tracto alimentario y metabolismo
3302427,NPLATE 250 MCG FCO AMP C/1 (ROMIPLOSTIM),Sangre y órganos hematopoyéticos
3302430,LANOXIN 0.25MG C/60 TAB(DIGOXINA),Sistema cardiovascular
3302432,LANOXIN AMP 2ML (DIGOXINA),Sistema cardiovascular
3302433,ALITRAQ SOBRE C/U (COMPLEMENTO ALIMENTICIO),Tracto alimentario y metabolismo
3302434,ATOKEN 50MG TAB C/28 ATENOLOL,Sistema cardiovascular
3302439,LASILACTON 50/20MG C/16 CAPS(FUROSEMIDA/ESPIRONOLACTONA),Sistema cardiovascular
3302440,SEVERIN NF SUSP 60ML(NIMESULIDA ),Sistema musculoesquelético
3302441,LASIX 40MG C/24 TAB(FUROSEMIDA),Sistema cardiovascular
3302442,PEMIX 1MG C/25 CPR,Tracto alimentario y metabolismo
3302444,ELATEC 500MG C/30 GRAG(DIOSMINA/HESPERIDINA),Sistema cardiovascular
3302447,ELANTAN 20MG C/30 TAB (MONONITRATO DE ISOSORBIDA),Sistema cardiovascular
3302449,COVERSYL 4MG C/14 TABLETAS(PERINDOPRIL),Sistema cardiovascular
3302451,CLORAN 5MG UNGUENTO 5G(CLORANFENICOL),Órganos de los sentidos
3302452,LASIX 20MG 2ML AMP (FUROSEMIDA),Sistema cardiovascular
3302453,BRONCHO VAXON 3.5 MG C/10 SOBRES LIOFILIZADOS BACTERIANOS,Sistema respiratorio
3302456,LINCOCIN 600MG 2ML AMP LINCOMICINA C/6 AMP.,Antiinfecciosos para uso sistémico
3302466,ANARA 125ML JARABE(PICOSULFATO SODICO),Tracto alimentario y metabolismo
3302468,ALGITRIN 325MG/200MG C/12 TAB (PARACETAMOL/IBUPROFENO),Sistema nervioso
3302472,LOPID 600MG C/14 TAB(GEMFIBROZILO),No encontrado
3302473,LOPRESOR 100MG C/20 GRAGEAS (METOPROLOL ),No encontrado
3302480,MACRODANTINA 50MG C/40 CAPS(NITROFURANTOINA),Antiinfecciosos para uso sistémico
3302482,VARIVAX III AMP VACUNA CONTRA LA VARICELA,Antiinfecciosos para uso sistémico
3302485,DISLEP 25MG C/20 CPR LEVOSULPIRIDA,Tracto alimentario y metabolismo
3302489,EXFORGE 5/160MG C/14 TAB.(AMLODIPINO/VALSARTAN),Sistema cardiovascular
3302492,XOLAIR 150MG/2ML AMP. OMALIZUMAB,Sistema respiratorio
3302497,TYLENOL 500MG CAPLEST C/20 CAPS(PARACETAMOL),Sistema nervioso
3302501,KEPPRA 1G C/30 TAB(LEVETIRACETAM),Sistema nervioso
3302513,NEXIUM 10MG C/28 SOBRES (ESOMEPRAZOL),Tracto alimentario y metabolismo
3302515,LIPITOR 40MG C/15 TAB(ATORVASTATINA),Sistema cardiovascular
3302516,MALIVAL AP 50MG C/28 CAPS(INDOMETACINA),Sistema musculoesquelético
3302519,ANDANTOL 0.75G JALEA 25GR. (ISOTIPENDILO),Dermatológicos
3302525,MATERNA TABLETAS C/30 VITAMINAS Y MINERALES,Tracto alimentario y metabolismo
3302533,DIMEGAN D 5/20MG C/10 CAPS(LORATADINA/FENILEFRINA),Sistema respiratorio
3302535,"MAXITROL UNGUENTO 3.5G(NEOMIXINA,POLIMIXINA B,DEXAMETASONA)",Órganos de los sentidos
3302536,PROZAC 20MG C/28 CAP (FLUOXETINA),Sistema nervioso
3302537,LEXAPRO 10MG C/14 TAB(ESCITALOPRAM),Sistema nervioso
3302538,MACROZIT 500MG AMP C/1 (AZITROMICINA),Antiinfecciosos para uso sistémico
3302539,ZALDIAR 37.5/325 MG C/20 TAB(PARACETAMOL/TRAMADOL),No encontrado
3302541,STADIUM 50MG AMP 2ML (DEXKETOPROFENO TROMETAMOL),Sistema musculoesquelético
3302543,SUPRADOL F 10MG/50MG C/10 TAB (KETOROLACO/CAFEINA),Sistema musculoesquelético
3302545,NYTOL 50MG C/8 CAP,Sistema respiratorio
3302550,UMECORTIL 500MG AMP (GANCICLOVIR),Antiinfecciosos para uso sistémico
3302552,CIPRO XR 1G C/7 TAB(CIPROFLOXACINO),Antiinfecciosos para uso sistémico
3302556,SALOFALK 250MG C/60 TABMESALAZINA,Tracto alimentario y metabolismo
3302563,"MELOX PLUS 360ML SUSP CEREZA(DIMETICONA,ALUMINIO,MAGNESIO)",Tracto alimentario y metabolismo
3302564,"MELOX PLUS 360ML SUSP MENTA DIMETICONA,ALUMINIO,MAGNESIO",Tracto alimentario y metabolismo
3302568,MINITRAN 18MG C/10 PARCHES,Sistema cardiovascular
3302570,MESULID 100MG C/10 TAB(NIMESULIDA),Sistema musculoesquelético
3302575,STAMARIL VACUNA FIEBRE AMARILLA AMP,No encontrado
3302579,METICORTEN 50MG C/20 TAB(PREDNISONA),"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas"
3302580,METICORTEN 20MG C/30 TAB(PREDNISONA),"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas"
3302584,CELESTONE PEDIATRICO (BETAMETASONA) 0.5 MG/ML GOTAS 60 ML,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas"
3302590,CYMBALTA 60MG C/28 CAPS(DULOXETINA),Sistema nervioso
3302602,ESOMEPRAZOL 2.5MG SOBRES,Tracto alimentario y metabolismo
3302606,EFEXOR XR 75MG C/20 CAP. VENLAFAXINE,Sistema nervioso
3302615,MICCIL 0.5MG AMP 2ML (BUMETANIDA),Sistema cardiovascular
3302622,MINIPRES 1MG C/30 CAPS (PRAZOSINA),Sistema cardiovascular
3302626,VANTAL BUCOFAR SOL. 360ML (GRANDE )(BENCIDAMINA),Tracto alimentario y metabolismo
3302627,MINIPRES 2MG C/30 CAPS(PRAZOSINA),Sistema cardiovascular
3302637,MOTILIUM 10MG C/30 TAB(DOMPERIDONA),Tracto alimentario y metabolismo
3302638,DIPROSONE 0.05% CREMA 15G BETAMETASONA,Dermatológicos
3302639,MOTRIN 400MG C/45 GRAGEAS(IBUPROFENO),Sistema musculoesquelético
3302641,ANGIOTROFIN AP 120MG C/20 TAB (DILTIAZEM),Sistema cardiovascular
3302644,ZN-FUSIN 1MG/1ML 10ML FCO AMP ZINC,Falla en Google
3302646,MUCOSOLVAN 300MG 120ML SOLUCION(AMBROXOL),Sistema respiratorio
3302648,"MUCOSOLVAN COMP 150/1MG SOL 120ML(AMBROXOL, CLENBUTEROL)",Sistema respiratorio
3302650,ANGIOTROFIN 60MG C/30 TAB (DILTIAZEM),Sistema cardiovascular
3302651,MUCOSOLVAN 30MG C/20 TAB(AMBROXOL),Sistema respiratorio
3302653,MUCOSOLVAN 15MG AMP 2ML (AMBROXOL),Sistema respiratorio
3302657,NORVAS 10 MG C/20 TAB,Sistema cardiovascular
3302659,COZAAR 100MG C/30 GRAGEAS(LOSARTAN),Sistema cardiovascular
3302660,NAXODOL 250MG CAJA C/30 CAP(CARISOPRODO),Sistema musculoesquelético
3302662,NASALUB ADU SOL HUMEC 30ML NASAL(CLORURO DE SODIO),Productos sanitarios
3302663,ENALADIL 10MG C/10 TAB(ENALAPRIL),Sistema cardiovascular
3302665,ITALDERMOL (G)/0.1/100G TBO 30G(TRITICUM VULGARE/GENTAMICIN,Dermatológicos
3302666,NEO MELUBRINA 250MG/5ML 100ML JBE INF (METAMIZOL SODICO),Sistema nervioso
3302669,COMBIVENT 0.5/2.5MG AMPOLLETA 2.5ML (IPRATROPIO/ SALBUTAMOL),Sistema respiratorio
3302670,NEO MELUBRINA 500MG C/10 TABLETAS (METAMIZOL SODICO),Sistema nervioso
3302672,IMDUR 60MG C/20 TAB(MONONITRATO DE ISOSORBIDA),Sistema cardiovascular
3302686,NORFLEX PLUS FRASCO 35/450 C/50 TAB,Sistema musculoesquelético
3302700,DIFLUCAN 100MG IV 50ML AMP (FLUCONAZOL),No encontrado
3302701,ONBRIZE BREEZHALER 300 MCG C/30 CAP (INDACATEROL),Sistema respiratorio
3302702,OSSOPAN 200MG C/36 GRAGEAS COMPLEJO OSEINLCO MINERAL,Tracto alimentario y metabolismo
3302703,ACELER CO 2% CREMA 15G(ACIDO FUSIDICO/BETAMETASONA),Dermatológicos
3302707,MVI 12 PEDIATRICO AMPOLLETA MULTIVITAMINICO,Sangre y órganos hematopoyéticos
3302709,ELIDEL 1% 15GR CREMA(PIMECROLIMUS),No encontrado
3302710,APROVEL 300MG C/14 TAB(IRBESARTAN),Sistema cardiovascular
3302711,APROVEL 150MG C/14 TAB(IRBESARTAN),Sistema cardiovascular
3302716,ESPACIL COMP 125/10MG C/20 CAPS(LISINA/BUTLHIOSCINA),Tracto alimentario y metabolismo
3302719,PASTA DE LASSAR TUBO 60GR,Falla en Google
3302720,PAXIL 20MG C/10 TAB (PAROXETINA),Sistema nervioso
3302722,PEDIALYTE 30 500ML SABORES,Tracto alimentario y metabolismo
3302725,SECOTEX OCAS 0.4MG C/20 TAB(TAMSULOSINA),Sistema genitourinario y hormonas sexuales
3302726,SALOFALK 250MG C/10 SUPOSITORIOSMESALAZINA,Tracto alimentario y metabolismo
3302727,ADALAT OROS 60MG C/10 TAB(NIFEDIPINO),No encontrado
3302729,PENPROCILINA 800000U AMP (BENCILPENICILINA PROCAMNA/BENCILP,Antiinfecciosos para uso sistémico
3302731,EXEL 7.5MG C/20 CAPS(MELOXICAM),Falla en Google
3302732,EXEL 15MG C/10 CAPS(MELOXICAM),Falla en Google
3302734,CARBON ACTIVADO 50GR (BOLSA),Varios
3302737,SALOFALK 500MG C/40 GRAG MESALAZINA,Tracto alimentario y metabolismo
3302741,SPIRIVA RESPIMAT 0.226MG 4ML(BROMURO DE TIOTROPIO),Sistema respiratorio
3302744,PULMOVAX 0.5 ML (VACUNA NEUMOCOCICA),Antiinfecciosos para uso sistémico
3302751,PIRIFUR 500MG C/24 COMPS(FENAZOPIRIDINA/ACIDO NALIDIXICO),Antiinfecciosos para uso sistémico
3302752,PIRIMIR 100MG C/24 TABS(FENAZOPIRIDINA),Sistema genitourinario y hormonas sexuales
3302756,PONTI OFTENO 10 ML. GOTASTETRACALNA,Órganos de los sentidos
3302764,ALLEGRA 180MG C/10 CPR(FEXOFENADINA),Sistema respiratorio
3302766,ZYPREXA 5MG C/14 TAB(OLANZAPINA),Sistema nervioso
3302767,ROFUCAL 25MG C/30 TAB(HIDROCLOROTIAZIDA),Sistema cardiovascular
3302768,BAPEX 300MG C/15 (GABAPENTINA),Sistema nervioso
3302773,BRILINTA 90MG C/30 TAB(TICAGRELOR),Sangre y órganos hematopoyéticos
3302775,PROCTOACID POMADA 50G APLICADOR(POLICRESULENO/CINCOCAI,Sistema cardiovascular
3302776,PRODOLINA 500MG C/10 TABS (METAMIZOL SRDICO),Sistema nervioso
3302778,PRODOLINA 2G AMP 4ML (METAMIZOL SODICO),Sistema nervioso
3302780,CEFTREX IV 1G AMP (CEFTRIAXONA),Antiinfecciosos para uso sistémico
3302781,SIRDALUD MR 6MG C/10 CAPS TIZANIDINA,No encontrado
3302782,PROFENID 100MG C/20 CAPS (KETOPROFENO),Sistema musculoesquelético
3302785,PROFENID I.M. 100MG AMP 2ML (KETOPROFENO),Sistema musculoesquelético
3302787,PROTAMINA 250MG / 25 ML.,Varios
3302791,DICYNONE 500MG C/20 TAB(ETAMSILATO),Sangre y órganos hematopoyéticos
3302799,TRAVATAN GOTAS 2.5ML OFT TRAVOPROST,Órganos de los sentidos
3302802,RANISEN 300MG C/10 TAB RANITIDINA,Tracto alimentario y metabolismo
3302803,RANISEN (RANITIDINA) 150MG TAB C/20,Tracto alimentario y metabolismo
3302805,RANISEN 50MG AMP 2ML (RANITIDINA),Tracto alimentario y metabolismo
3302806,RECOVERON 5G UNGUENTO 40G,Dermatológicos
3302808,RECOVERON ( N) 5/4G UNGUENTO 40GACIDOACEX@MICO/NEOMICINA,Dermatológicos
3302809,REDOXON EFERVECENTE 1GR C/10@CIDO ASCRRBICO,Tracto alimentario y metabolismo
3302810,REDOXON FORTE FERVECENTES 2G C/1010@CIDO ASCRRBICO,Tracto alimentario y metabolismo
3302811,EXEL 15MG AMP 1.5ML (MELOXICAM),Falla en Google
3302820,RIFADIN 300MG CAJA C/16 CAPSULASGRAGEASRIFAMPICINA,Antiinfecciosos para uso sistémico
3302821,VALDECASAS 5MG C/20 TAB (ACIDO FOLICO),Sangre y órganos hematopoyéticos
3302822,"DOLAREN 50/200MG C/30 GRAG CAPAENTERICA DICLOFENACO, CARISOP",Sistema musculoesquelético
3302827,ROCEPHIN I.M. 1GM AMP (CEFTRIAXONA),Falla en Google
3302830,ROCEPHIN I.V. 500MG AMP (CEFTRIAXONA),Falla en Google
3302831,TRILEPTAL 300MG C/20 TAB(OXCARBAZEPINA),No encontrado
3302837,QUADRIDERM NF CREMA 40G(BETAMETASONA/CLOTRIMAZOL/GENTAMICINA,Dermatológicos
3302838,SABRO 1G SUSP 120MLALOGLUTAMOL,Tracto alimentario y metabolismo
3302847,MICARDIS PLUS 80/12.5MG C/28 TAB(TELMISARTAN/HIDROCLOROTIAZ),Sistema cardiovascular
3302849,SELOPRES ZOK C/20 GRAG METOPROLOL/HIDROCLOROTIAZIDA,Sistema cardiovascular
3302853,SENOSIAN ADULTO C/10 SUPOS(GLICEROL),Tracto alimentario y metabolismo
3302858,BIOMICS (CEFIXIMA) 100 MG/5 ML SUSP 100 ML,Antiinfecciosos para uso sistémico
3302864,SERMION 10MG C/20 GRAGEAS NICERGOLINA,Sistema cardiovascular
3302869,LAXOYA 8.6 / 50 MG 60 TAB(SENOSIDOS DOCUSATO DE SODIO),Tracto alimentario y metabolismo
3302870,DIOXAFLEX 180MG C/5 PARCHES DICLOFENACO,Sistema musculoesquelético
3302872,SIES 200MG C/20 TAB HIDROSMINA,Sistema cardiovascular
3302874,CERVARIX AMP 0.5ML (PROTEMNA L1 DEL VIRUS DEL PAPILOMA),Antiinfecciosos para uso sistémico
3302876,SOLDRIN OTICO GOTAS 10ML HIDROCORTISONA/CLORAMFENICOL/BENZOC,Órganos de los sentidos
3302877,SOLDRIN OFTALMICO 10ML GOTAS DEXAMETASONA/NEOMICINA,Órganos de los sentidos
3302880,"KERAL 25MG C/10 TAB(DEXKETOPROFENO,TROMETAMOL)",Sistema musculoesquelético
3302881,COMPECTACT 15/850 MG TAB CAJ C/28,Falla en Google
3302886,#ILIADIN ADULTO 50MG GOTAS 20ML(OXIMETAZOLINA ),No encontrado
3302887,STUGERON FORTE 75MG C/60 TABLETASCINNARIZINE,Sistema nervioso
3302896,SYNALAR OTICO SOL 15ML,Dermatológicos
3302897,CO DIOVAN 320MG/12.5 MG GRA CAJ C/30,No encontrado
3302901,TEBONIN FORTE 80 MG C/24 GRAGEAS(GINKGO BILOBA),Sistema nervioso
3302902,DIMEGAN D 60ML JARABE(LORATADINA/FENILEFRINA),Sistema respiratorio
3302906,TAZOCIN E.F 4/0.5MG AMP (PIPERACILINA/TAZOBACTAM),Antiinfecciosos para uso sistémico
3302907,INSPRA IC 50MG C/10 TAB EPLERENONA,Sistema cardiovascular
3302909,TEMPRA INF 3.2G 120ML JARABE PARACETAMOL,Sistema nervioso
3302910,TEMPRA 500MG C/20 TAB ADULTO( PARACETAMOL),Sistema nervioso
3302911,TEMPRA FORTE 650MG C/24 (PARACETAMOL),Sistema nervioso
3302915,TEMPRA PED 100MG GOTAS 30MLPARACETAMOL,Sistema nervioso
3302917,TENORMIN 100MG C/28 TAB(ATENOLOL ),Sistema cardiovascular
3302918,DICETEL 100MG C/28 TAB BROMURO DE PINAVERIO,Tracto alimentario y metabolismo
3302920,TERRAMICINA POMADA OFTALMICA 10G OXITETRACICLINA/POLIMIXINAB,Órganos de los sentidos
3302923,TESALON 100MG PERLAS C/20 BENZONATATO,Sistema respiratorio
3302926,TIAMINAL B-12 AP TRIV C/30 CAP,Tracto alimentario y metabolismo
3302927,"AUTRIN 600MG C/36 GRAGEAS FUMARATO FERROSO, ACIDO FSLICO, VI",Sangre y órganos hematopoyéticos
3302928,UNICLAR 0.050G SPRAY 18ML NASAL(MOMETASONA),Sistema respiratorio
3302930,PLANTIVAL 160/80MG C/40 GRAGEAS VALERIANA OFFICINALIS,Sistema nervioso
3302932,BACTOCIN 400MG C/8 TAB(OFLOXACINA),Antiinfecciosos para uso sistémico
3302933,AVAPENA 25MG C/20 GRAGEAS (CLOROPIRAMINA) SANDOZ,Sistema respiratorio
3302934,COMBIVENT RESPIMAT 1.68/8.77MG C/DOSIF.(IPRATRO./ SALBUTAMOL,Sistema respiratorio
3302936,RIOPAN 8G GEL 250ML(DIMETICONA/MAGALDRATO),Tracto alimentario y metabolismo
3302937,CLAVULIN 12H 875/125MG C/10 TAB(AMOXICILINA/ACIDO CLAVULANIC,Antiinfecciosos para uso sistémico
3302939,RIOPAN 8G GEL 10ML C/20 SOBRES(DIMETICONA/MAGALDRATO),Tracto alimentario y metabolismo
3302943,ALMAX 15ML SUSP C/24 SOBRES (ALMAGATO),No encontrado
3302944,NEUPOGEN 30MUI JGA PRE 0.5ML (FILGRASTIM),Antineoplásicos e inmunomoduladores
3302947,ESMISEN 15/100/100/5 MG AMP(COMPLEJO B/KETOROLACO),Sistema musculoesquelético
3302951,"DOTBAL C/240 TABLETAS FASE INTENSIVA RIFAMPICINA, ISONIAZIDA",Antiinfecciosos para uso sistémico
3302960,LOPRESOR R 95 MG TAB C/20 (METOPROLOL ),No encontrado
3302962,RETIN-A FORTE GEL 0.025%/1.0% 30GRS,Falla en Google
3302964,XUZAL SOL. INF 0.5MG 200 ML(LEVOCETIRIZINA),Sistema respiratorio
3302982,TEALEP 5MG. C/30 (FINASTERIDA),Sistema genitourinario y hormonas sexuales
3302984,"VERMOX PLUS 10MG. 3-6 SUSP 10ML(MEBENDAZOL,QUINFAMIDA)","Antiparasitarios, insecticidas y repelentes"
3302989,CALUTOL 150MG C/28 TAB BICALUTAMIDA,Antineoplásicos e inmunomoduladores
3302991,IVEXTERM 6MG C/2 TAB (IVERMECTINA),"Antiparasitarios, insecticidas y repelentes"
3302992,DEXIVANT 60MG C/14 CAP(DEXLANSOPRAZOL),Tracto alimentario y metabolismo
3302993,SENOVITAL 5MG.C/30TAB. MASTICABLES (MONTELUKAST),Sistema respiratorio
3302994,SENOVITAL 10MGC/30TAB.MONTELUKAST,Sistema respiratorio
3302997,RESOTRANS 2MG C/14 PRUCALOPRIDA,Tracto alimentario y metabolismo
3302999,NAXIFELAR (CEFALEXINA) 500MG CAP C/20,Antiinfecciosos para uso sistémico
3303000,EYESTIL LUB 10ML LAGRIMA ARTIFICIAL OFTENO,Órganos de los sentidos
3303004,DIMOFLAX .5/200MG.C/45CAPS.CLEBOPRIDA/SIMETICONA,Tracto alimentario y metabolismo
3303008,MIRCERA 200 MCG/0.3ML C/1 AMP (METOXI POLIETILEN GLICOL-ERIT,Sangre y órganos hematopoyéticos
3303009,VIMPAT 100MG C/28 TAB(LACOSAMIDA),Sistema nervioso
3303012,UNASAL 250MG C/30TAB (TERBINAFINA),Dermatológicos
3303014,CONAZOL CREMA 40G (KETOCONAZOL),Dermatológicos
3303021,ZYPRED 3ML. GATIFLOXACINO/ACETATO DE PREDNISOLONA,Órganos de los sentidos
3303060,CUBICINE 500 MG AMP IV (DAPTOMICINA),Antiinfecciosos para uso sistémico
3303063,DECADURABOLIN 50MG AMP DECNOATO DE NANDROLONA,Tracto alimentario y metabolismo
3304188,REVOLADE 50MG TAB C/28,Sangre y órganos hematopoyéticos
3304193,XARELTO 15MG.C/28 COMP (RIVAROXABAN),Sangre y órganos hematopoyéticos
3304199,LYSOMUCIL 200MG GRANULADO C/30 SOBRES ACETILCISTEINA,Sistema respiratorio
3304200,VESICARE 10MG C/10 TABS (SOLIFENACINA),No encontrado
3304203,FLUZONE JGA PRELLENADA ADULTO. VACUNA CONTRA LA INFLUENZA,Antiinfecciosos para uso sistémico
3304204,AMOXICLAV BID (AMOXICILINA/AC CLAVULANICO) 400MG/57MG/5ML SUSP 70 ML,Antiinfecciosos para uso sistémico
3304205,ORELOX SUSP INFANTIL 16.7G CEFPODOXIMA,Antiinfecciosos para uso sistémico
3304206,VIMPAT 200MG AMP 20ML (LACOSAMIDA),Sistema nervioso
3304210,MICARDIS DUO 80MG/5MG C/28 (TELMISARTAN/AMLODIPINO),Sistema cardiovascular
3304215,PEDIACEL 0.5 ML (VACUNA PENTAVALENTE),Falla en Google
3304230,ACELER 2% 15 G ACIDO FUSIDICO,Dermatológicos
3304232,PENAMOX M 250MG-8MG/5ML 75ML SUSP AMOXICILINA/BROMHEXINA,Sistema respiratorio
3304235,BLOPRESS 8MG C/28 TABLETAS CANDESARTRAN,Sistema cardiovascular
3304238,POSIPEN 12H 1G C/10 DICLOXACILINA,Antiinfecciosos para uso sistémico
3304239,LEXAPRO 20MG C/28 TAB ESCITALOPRAM,Sistema nervioso
3304240,REPAFET 10MG C/10 TAB (RUPATADINA),Sistema respiratorio
3304242,CARDINIT 10MG C/7 PARCHES TRINITRATO DE GLICEROL,Sistema cardiovascular
3304243,CARBAGER PLUS (IBUPROFENO/METOCARBAMOL) 300 MG /300 MG TAB C/10,Sistema musculoesquelético
3304244,AMOXICLAV 250/62.5/5ML SUSP AMOXIXILINA/ACIDO CLAVULINICO,Antiinfecciosos para uso sistémico
3304246,RESOTRANS 1MGC/14 CPR PRUCALOPRIDA,Tracto alimentario y metabolismo
3304247,TRADERMA 0.03% 30G,Dermatológicos
3304251,VALDOXA 25MG C/28 CAP AGOMELATINA,Sistema nervioso
3304263,SYMBYAX 3/25MG C/14 (OLANZAPINA/FLUOXETINA),Sistema nervioso
3304264,LEDERTREXATE 2.5MG C/100 TABLETAS (METOTREXATO),Antineoplásicos e inmunomoduladores
3304267,NUBRENZA 6MG PARCHE CAJA C/14,Sistema nervioso
3304268,TEGO 250MG C/20 SOBRES TANATO DE GELATINA,Tracto alimentario y metabolismo
3304279,FRESUBIN PLUS FRESA 236 ML FSRMULA ENTERAL,Varios
3304283,FRESUBIN FRESA 236ML. FSRMULA ENTERAL,Varios
3304284,FRESUBIN PLUS VAINILLA 236 ML. FSRMULA ENTERAL,Varios
3304285,PICOPREP 10MG/3.5GR/12GR C/2 SOBRES (PICOSULFATO/OXIDO DE MA,Tracto alimentario y metabolismo
3304288,VICTOZA 100UI/ML CAJA C/ 2 PLUMAS.(LIGARUTIDE ADN RECOMBINAN,Tracto alimentario y metabolismo
3304290,EDARBI CLD 80/12.5 14TAB (AZILSARTAN/CLORTALIDONA),Sistema cardiovascular
3304291,DOSTINEX 0.5MG C/2 (CABERGOLINA),Sistema genitourinario y hormonas sexuales
3304294,HIPREX 1G C/20 (METENAMINA),Antiinfecciosos para uso sistémico
3304297,MENACTRA INY. 0.5 ML VACUNA MENINGOCOCO,Antiinfecciosos para uso sistémico
3304298,EUTEBROL 10MG C/20TAB. MEMANTINA 10MG C20TAB.,Sistema nervioso
3304299,SPASMOPRIV 200MG C/24CAPS. FENOVERINA,Tracto alimentario y metabolismo
3304302,NAZIL OFT GOTAS 15ML NAFAZOLINA,Órganos de los sentidos
3304303,COMBODART 0.5/0.4MG C/30 CAPS (DUTASTERIDA/TAMSULOSINA),Sistema genitourinario y hormonas sexuales
3304305,NUBRENZA 2MG PARCHE CAJA C/7,Sistema nervioso
3304310,ARANESP (DARBEPOETINA) 60 MICROGRAMOS/0.3 ML JER PRELL C/4,Sangre y órganos hematopoyéticos
3304314,BIOELECTRO C/24 TAB PARACETAMOL. ACETILSALICMLICO ACIDO. CAF,Sistema nervioso
3304316,DUOTRAV SOL FCO 2.5ML,No encontrado
3304320,MICARDIS DUO 80/10MG C/28 TAB (TELMISARTAN/AMLODIPINO),Sistema cardiovascular
3304326,TP GOTAS OFT 15ML TROPICAMIDA/FENILEFRINA,Órganos de los sentidos
3304327,CEFURACET 500 MG TABLETAS CAJA C/ 10 CEFUROXIMA,Antiinfecciosos para uso sistémico
3304339,ELICUIS 5 MG 20 TAB APIXABAN,Sangre y órganos hematopoyéticos
3304341,UNESIA UNG 20G BIFONAZOL 1.0G,Dermatológicos
3304345,TRAYENTA DUO 2.5/850MG C/30 TAB LINAGLIPTINA/METFORMINA,Tracto alimentario y metabolismo
3304346,PENAMOX M 500/8MH C/12CAPS. AMOXICILINA/BROMHEXINA,Sistema respiratorio
3304347,DEXIVANT 30MG C/14CAPS DEXLANSOPRAZOL,Tracto alimentario y metabolismo
3304350,CRYL 4% GOTAS OFTALMICAS CROMOGLICATO DE SODIO,Órganos de los sentidos
3304352,TRAYENTA DUO 2.5MG/1000MG C/30TAB. LINAGLIPTINA/METFORMINA,Tracto alimentario y metabolismo
3304355,FRESUPPORT RN POLVO 454GR FSRMULA NUTRICIA,No encontrado
3304356,MIRCERA 150MCG 03ML J PREL.CAJ 1 METOXI POLIETILEN GLICOL-ER,Sangre y órganos hematopoyéticos
3304360,CIALIS 20 MG C/4.TABLETAS. TADALAFILO,Sistema genitourinario y hormonas sexuales
3304362,EXELON 27MG RIVASTIGMINA PARCHES C/30 LIBERA 13.3,Sistema nervioso
3304363,XARELTO 20MG C/28TAB. RIVAROXABAN,Sangre y órganos hematopoyéticos
3304368,YURELAX 10MG C/30CAP CILOBENZAPRINA,Sistema musculoesquelético
3304370,IPRIKENE DIOSMECTITA 3G 10SOBRES,Tracto alimentario y metabolismo
3304373,ANGIOTROFIN 2%GEL 60G (DILTIAZEM),Sistema cardiovascular
3304377,MUCOCEF SUSUP. 25/4.39/5ML CEFALEXINA /BROMHEXINA,Sistema respiratorio
3304378,HIGLOBIN 10 G.(INMUNOGLOBULINA NORMAL ENDOVENOSA),Antiinfecciosos para uso sistémico
3304384,UROTROL 2MG C/28TAB.TOLTERODINA,No encontrado
3304393,TEMPRA IV 500MG/50ML (PARACETAMOL),Sistema nervioso
3304395,SEEBRI 50MG 30CAP GLICOPIRRONIO,Sistema respiratorio
3304396,ELICUIS 2.5 MG TAB. CAJA C/20 APIXABAN,Sangre y órganos hematopoyéticos
3304397,LABETALOL HIDROCHLORIDE INYEC. 100 MG/20 ML.,Sistema cardiovascular
3304398,COVERSAM 5MG/5MG C/14COMP. PERINDOPRIL/AMLODIPINO,Sistema cardiovascular
3304416,APROVASC 300MG/5MG C/14(IRBESARTAN-AMLODIPINO),Sistema cardiovascular
3304418,CLAVULIN 12H 600MG/42.9/5ML SUSP AMOXICILINA/ACIDO CLAVULANI,Antiinfecciosos para uso sistémico
3304419,PRISTIQ 50 MG C/28 COMP (DESVENLAFAXINA),Sistema nervioso
3304423,ZESTORETIC 20/12.5MG C/28TAB. LISINOPRIL/HIDROCLOROTIAZIDA,Sistema cardiovascular
3304424,PRISTIQ 50MG C/14TAB SUCZINATO DE TESVENLAFAXILA,Sistema nervioso
3304425,SIFROL ER 1.5MG C/30TAB. PRAMIXIPEXOL,Sistema nervioso
3304426,SINCRONIUM 100MG/40MG/10MG C/28CAP. ACIDOACETI/SIMVASTATINA/,Sistema cardiovascular
3304429,IPRIKENE 3G 10SOBRES (DIOSMECTITA),Tracto alimentario y metabolismo
3304431,EXFORGE 5/320MG CAJA C/14 (AMLODIPINO/VALSARTAN),Sistema cardiovascular
3304436,TRESIBA FLEXTOUCH 100/3ML PLUMA(INSULINA),Tracto alimentario y metabolismo
