MedCode,MedDescription,Compound,MedFamily,MedPriceMXN,MinStock,MaxStock
3302307,FIRAC PLUS 100MG AMP (CLONIXINATO LISINA/PARGEVER),CLONIXINATO LISINA/PARGEVER,Tracto alimentario y metabolismo,152.5,29,84
3302245,LANTUS 100UI 10ML INY C/1 (INSULINA GLARGINA),INSULINA GLARGINA,Tracto alimentario y metabolismo,1534,7,14
3302261,SUCRATO 500MG C/20 CAPS SUBCITRATO DE BISMUTO,SUCRATO,Tracto alimentario y metabolismo,1111.5,1,1
3302208,OMURO 40MG C/30 TAB(BROMURO DE OTILONIO),BROMURO DE OTILONIO,Tracto alimentario y metabolismo,489,2,3
3302319,NEXIUM MUPS 40MG C/14 TABS,NEXIUM,Tracto alimentario y metabolismo,702,4,8
3302228,ILIADIN INF SOLUCION GOTAS 20ML (OXIMETAZOLINA ),OXIMETAZOLINA ,Sistema respiratorio,231,1,1
3302277,INDERALICI 10MG C/50 TAB(PROPRANOLOL),PROPRANOLOL,Sistema cardiovascular,145,2,4
3302135,LEVAMIN NORMO 8.5% 500ML (AMINOACIDOS) PISA,AMINOACIDOS,Sangre y órganos hematopoyéticos,363,2,2
3302184,NORVAS 5MG C/10 TAB (AMLODIPINO ),AMLODIPINO ,Sistema cardiovascular,288,4,8
3302224,AMOXIBRON 500MG C/12 CAPS (AMOXICILINA/BROMHEXINA),AMOXICILINA/BROMHEXINA,Sistema respiratorio,246,1,2
3302152,PASTA DE LASSAR 30G TARRO,LASSAR,Dermatológicos,131,2,3
3302275,AMAL 4MG/2ML AMP IV (ONDANSETRSN),ONDANSETRSN,Tracto alimentario y metabolismo,666,2,6
3302312,ONICIT PONV 0.075MG/1.5ML AMP (PALONOSETRSN),PALONOSETRSN,Tracto alimentario y metabolismo,256,4,8
3302170,ADEL 500MG C/10 TAB (CLARITOMICINA),CLARITOMICINA,Antiinfecciosos para uso sistémico,599,2,3
3302257,CELLCEPT 500MG C/50 COMP MICOFENOLATO DE MOFETILO,CELLCEPT,Antineoplásicos e inmunomoduladores,356.5,1,2
3302207,BLEFAMIDE SF 10ML GOTAS OFT,BLEFAMIDE,Órganos de los sentidos,571,1,1
3302187,REDOXON PLUS C/10 TABS EFERVECENTES,REDOXON,Tracto alimentario y metabolismo,1786,3,6
3302316,CUBICINE 350MG AMP IV (DAPTOMICINA),DAPTOMICINA,Antiinfecciosos para uso sistémico,2531,3,7
3302218,ISORBID AP 40MG C/40 CAP(DINITRATO DE ISOSORBIDA),DINITRATO DE ISOSORBIDA,Sistema cardiovascular,377,1,1
3302181,ELEQUINE 750MG C/5 TAB(LEVOFLOXACINO),LEVOFLOXACINO,Antiinfecciosos para uso sistémico,417.5,1,2
3302265,IMODIUM 2MG C/12 GRAGEAS (LOPERAMIDA ),LOPERAMIDA ,Tracto alimentario y metabolismo,454,3,6
3302251,LACTEOL CRON C/28 CAP LACTOBACILOS,LACTEOL,Tracto alimentario y metabolismo,445,1,1
3302276,ARCOXIA 60MG C/7 TAB (ETORICOXIB),ETORICOXIB,Sistema musculoesquelético,873,1,1
3302206,MOBICOX 15MG C/10 TAB(MELOXICAM),MELOXICAM,Sistema musculoesquelético,264,2,2
3302158,AGIOLAX (PLANTAGO/SENNA) 5G SOBRES C/20,AGIOLAX,Tracto alimentario y metabolismo,251,1,1
3302130,LANTUS SOLOSTAR 100UI R AMP CAJC/5X3ML (INSULINA GLARGINA),INSULINA GLARGINA,Tracto alimentario y metabolismo,1226,1,1
3302137,HEPARINA 5000 10ML AMPOLLETA (INHEPAR),INHEPAR,Sangre y órganos hematopoyéticos,249,8,22
3302270,AMOEBRIZ (MEBENDAZOL/QUINFAMIDA) 300MG/150MG TAB C/2,MEBENDAZOL/QUINFAMIDA,"Antiparasitarios, insecticidas y repelentes",276,8,8
3302300,IGAMAD AMP INMUNOGLOBULINA HUMANA,INMUNOGLOBULINA,Antiinfecciosos para uso sistémico,311,1,1
3302141,SHORANT SOL INY 10ML (INSULINA GLULISINA),INSULINA GLULISINA,Tracto alimentario y metabolismo,350.5,1,1
3302272,CAUDALINE 100MG C/30 TAB(CILOSTAZOL),CILOSTAZOL,Sangre y órganos hematopoyéticos,676,2,2
3302243,TARGOCID 200MG AMP (TEICOPLANINA),TEICOPLANINA,Antiinfecciosos para uso sistémico,360,12,12
3302204,ICADEN 10MR CREMA 20G TUBO(ISOCONAZOL),ISOCONAZOL,Sistema genitourinario y hormonas sexuales,894,1,2
3302151,AVALIDE 150/12.5MG C/14 TAB(IRBESARTAN/HIDROCLOROTIAZIDA),IRBESARTAN/HIDROCLOROTIAZIDA,Sistema cardiovascular,809,1,1
3302175,DOLO TANDAX 275/300MG C/12 GRAG (NAPROXENO/PARACETAMOL ),NAPROXENO/PARACETAMOL ,Sistema nervioso,170,1,1
3302145,HUMALOG LISPRO 100UI 10ML AMP INSULINA LISPRO (ORIGEN ADN RE,LISPRO,Tracto alimentario y metabolismo,260,2,4
3302146,CREON 150MG C/20 CAPS-(PANCREATINA),PANCREATINA,Tracto alimentario y metabolismo,555.5,2,4
3302157,MICARDIS 80MG C/14 TAB(TELMISARTAN),TELMISARTAN,Sistema cardiovascular,931,3,6
3302332,EBIXA 10MG C/14 TAB(MEMANTINA),MEMANTINA,Sistema nervioso,1617,2,4
3302217,TRADOL RETARD 100MG C/10 TAB TRAMADOL,TRADOL,Sistema nervioso,1668.5,1,2
3302209,MOTRIN SUSPENSION PED 15ML(IBUPROFENO),IBUPROFENO,Sistema musculoesquelético,110,1,2
3302298,CRONOCAPS 3MG C/30 CAP MELATONINA,CRONOCAPS,Sistema nervioso,990,1,1
3302186,CREON 150MG C/50 CAPS PANCREATINA,CREON,Tracto alimentario y metabolismo,180.5,3,3
3302256,AZULFIDINA 500MG C/60 TAB(SULFASALAZINA),SULFASALAZINA,Tracto alimentario y metabolismo,418.5,1,1
3302147,HIGROTON 50MG C/30 CPR(CLORTALIDONA),CLORTALIDONA,Sistema cardiovascular,322,1,2
3302297,MYFUNGAR NITRATO DE OXICONAZOL 1G CREMA 20G,MYFUNGAR,Dermatológicos,331.5,1,1
3302536,PROZAC 20MG C/28 CAP (FLUOXETINA),FLUOXETINA,Sistema nervioso,115,1,1
3302473,LOPRESOR 100MG C/20 GRAGEAS (METOPROLOL ),METOPROLOL ,Sistema cardiovascular,537,2,3
3302353,SUPRA 4MG C/30 TAB LIDAMIDINA,SUPRA,Tracto alimentario y metabolismo,786,3,4
3302485,DISLEP 25MG C/20 CPR LEVOSULPIRIDA,DISLEP,Tracto alimentario y metabolismo,3532,1,1
3302513,NEXIUM 10MG C/28 SOBRES (ESOMEPRAZOL),ESOMEPRAZOL,Tracto alimentario y metabolismo,130.5,1,1
3302352,ISORBID 10MG C/40 TAB(DINITRATO DE ISOSORBIDA),DINITRATO DE ISOSORBIDA,Sistema cardiovascular,663.5,1,2
3302427,NPLATE 250 MCG FCO AMP C/1 (ROMIPLOSTIM),ROMIPLOSTIM,Sangre y órganos hematopoyéticos,299,2,3
3302441,LASIX 40MG C/24 TAB(FUROSEMIDA),FUROSEMIDA,Sistema cardiovascular,799,1,2
3302371,CIPROLISINA SOLUCION 220ML(CIPROHEPTADINA/CIANOCOBALAMINA),CIPROHEPTADINA/CIANOCOBALAMINA,Tracto alimentario y metabolismo,294,1,1
3302377,ACTRON 600MG C/30 CAP (IBUPROFENO),IBUPROFENO,Sistema musculoesquelético,235,14,28
3302385,ALLEGRA 120MG C/10 CPR(FEXOFENADINA),FEXOFENADINA,Sistema respiratorio,318,2,5
3302391,ANTIFLUDES C/24 CAP (PS)(AMANTADINA/CLORFENAMINAPARACETAMOL),ANTIFLUDES,Sistema respiratorio,100.5,4,9
3302397,DAGLA 50MG C/30 TAB(ITOPRIDA) TAKEDA,ITOPRIDA,Tracto alimentario y metabolismo,572,4,12
3302456,LINCOCIN 600MG 2ML AMP LINCOMICINA C/6 AMP.,LINCOCIN,Antiinfecciosos para uso sistémico,618,1,1
3302355,DIMEGAN 10MG C/10 CAPS(LORATADINA) SENOSIAIN,LORATADINA,Sistema respiratorio,165,1,2
3302442,PEMIX 1MG C/25 CPR,PEMIX,Tracto alimentario y metabolismo,879.5,2,6
3302402,KEFLEX 500MG C/12 TAB(CEFALEXINA ),CEFALEXINA ,Antiinfecciosos para uso sistémico,1545.5,2,2
3302418,CLODASET METOCLOPRAMIDA/ONDANSETRON 10/4MG AMP,CLODASET,Tracto alimentario y metabolismo,512,1,1
3302533,DIMEGAN D 5/20MG C/10 CAPS(LORATADINA/FENILEFRINA),LORATADINA/FENILEFRINA,Sistema respiratorio,314,2,2
3302503,"DOXIPROCT PLUS TUBO 60G(DOBESINATO DE CALCIO,LIDOCAINA,DEXAM",DOXIPROCT,Sistema cardiovascular,525,1,1
3302472,LOPID 600MG C/14 TAB(GEMFIBROZILO),GEMFIBROZILO,Sistema cardiovascular,697,1,1
3302516,MALIVAL AP 50MG C/28 CAPS(INDOMETACINA),INDOMETACINA,Sistema musculoesquelético,632,2,3
3302434,ATOKEN 50MG TAB C/28 ATENOLOL,ATOKEN,Sistema cardiovascular,24433,1,1
3302409,DOSTEIN 175MG SUSP PVO(ERDOSTEINA),ERDOSTEINA,Sistema respiratorio,720.5,2,6
3302357,FOSFOCIL IM 1G AMP (FOSFOMICINA),FOSFOMICINA,Antiinfecciosos para uso sistémico,620,2,6
3302430,LANOXIN 0.25MG C/60 TAB(DIGOXINA),DIGOXINA,Sistema cardiovascular,1871.5,2,3
3302384,"KAOMYCIN SUSPENCION 180 ML(NEOMICINA,CAOLIN-PECTINA)","NEOMICINA,CAOLIN-PECTINA",Tracto alimentario y metabolismo,53.5,1,1
3302369,SINERGIX 10MG/25MG C/10 CAP (TRAMADOL/KETOROLACO),TRAMADOL/KETOROLACO,Sistema nervioso,1632,2,6
3302519,ANDANTOL 0.75G JALEA 25GR. (ISOTIPENDILO),ISOTIPENDILO,Dermatológicos,157,2,3
3302468,ALGITRIN 325MG/200MG C/12 TAB (PARACETAMOL/IBUPROFENO),PARACETAMOL/IBUPROFENO,Sistema nervioso,219,2,3
3302515,LIPITOR 40MG C/15 TAB(ATORVASTATINA),ATORVASTATINA,Sistema cardiovascular,205,3,8
3302392,AMOXIL PED 250MG 75ML SUSP (AMOXICILINA),AMOXICILINA,Antiinfecciosos para uso sistémico,260.5,1,1
3302348,ISORBID SUBLINGUAL 5MG C/40 TAB(DINITRATO DE ISOSORBIDA),DINITRATO DE ISOSORBIDA,Sistema cardiovascular,1250,2,5
3302440,SEVERIN NF SUSP 60ML(NIMESULIDA ),NIMESULIDA ,Sistema musculoesquelético,141,1,1
3302420,KIDDI PHARMATON JARABE 200ML MULTIVITAMINICO,KIDDI,Tracto alimentario y metabolismo,1045.5,1,1
3302466,ANARA 125ML JARABE(PICOSULFATO SODICO),PICOSULFATO SODICO,Tracto alimentario y metabolismo,117,1,2
3302444,ELATEC 500MG C/30 GRAG(DIOSMINA/HESPERIDINA),DIOSMINA/HESPERIDINA,Sistema cardiovascular,530,2,6
3302482,VARIVAX III AMP VACUNA CONTRA LA VARICELA,VARIVAX,Antiinfecciosos para uso sistémico,2301,2,2
3302343,CENTRUM SILVER (VITAMINAS Y MINERALES) TAB C/30,VITAMINAS Y MINERALES,Alimentos y dietéticos,246.5,1,1
3302501,KEPPRA 1G C/30 TAB(LEVETIRACETAM),LEVETIRACETAM,Sistema nervioso,1299,2,3
3302432,LANOXIN AMP 2ML (DIGOXINA),DIGOXINA,Sistema cardiovascular,967,1,2
3302538,MACROZIT 500MG AMP C/1 (AZITROMICINA),AZITROMICINA,Antiinfecciosos para uso sistémico,19576,11,29
3302447,ELANTAN 20MG C/30 TAB (MONONITRATO DE ISOSORBIDA),MONONITRATO DE ISOSORBIDA,Sistema cardiovascular,245,2,3
3302489,EXFORGE 5/160MG C/14 TAB.(AMLODIPINO/VALSARTAN),AMLODIPINO/VALSARTAN,Sistema cardiovascular,253,2,4
3302422,LACTULAX 66.66G JARABE 125ML C/DOSI (LACTULOSA),LACTULOSA,Tracto alimentario y metabolismo,225,46,94
3302537,LEXAPRO 10MG C/14 TAB(ESCITALOPRAM),ESCITALOPRAM,Sistema nervioso,726,2,6
3302347,AMOXIL 12H 875MG C/10 TABS (AMOXICILINA),AMOXICILINA,Antiinfecciosos para uso sistémico,212,1,1
3302381,NEUROBION C/60 TABLETAS,NEUROBION,Tracto alimentario y metabolismo,385,1,2
3302492,XOLAIR 150MG/2ML AMP. OMALIZUMAB,XOLAIR,Sistema respiratorio,10087,2,2
3302379,SOPHIXIN DX SOL 5ML OFTCIPROFLOXACINO/DEXAMETASONA,SOPHIXIN,Órganos de los sentidos,581,1,1
3302451,CLORAN 5MG UNGUENTO 5G(CLORANFENICOL),CLORANFENICOL,Antiinfecciosos para uso sistémico,108,1,1
3302361,UNAMOL PED 1MG/ML SUSP 60ML C/PIP(CISAPRIDA),CISAPRIDA,Tracto alimentario y metabolismo,202,3,6
3302449,COVERSYL 4MG C/14 TABLETAS(PERINDOPRIL),PERINDOPRIL,Sistema cardiovascular,1053,1,2
3302439,LASILACTON 50/20MG C/16 CAPS(FUROSEMIDA/ESPIRONOLACTONA),FUROSEMIDA/ESPIRONOLACTONA,Sistema cardiovascular,1343,2,3
3302452,LASIX 20MG 2ML AMP (FUROSEMIDA),FUROSEMIDA,Sistema cardiovascular,2564,22,54
3302376,CEFAXONA IV 1G 10ML (CEFTRIAXONA),CEFTRIAXONA,Antiinfecciosos para uso sistémico,586.5,17,38
3302525,MATERNA TABLETAS C/30 VITAMINAS Y MINERALES,MATERNA,Tracto alimentario y metabolismo,218,1,2
3302727,ADALAT OROS 60MG C/10 TAB(NIFEDIPINO),NIFEDIPINO,Sistema cardiovascular,340.5,1,2
3302752,PIRIMIR 100MG C/24 TABS(FENAZOPIRIDINA),FENAZOPIRIDINA,Sistema genitourinario y hormonas sexuales,785.5,2,2
3302615,MICCIL 0.5MG AMP 2ML (BUMETANIDA),BUMETANIDA,Sistema cardiovascular,558,162,411
3302602,ESOMEPRAZOL 2.5MG SOBRES,ESOMEPRAZOL,Tracto alimentario y metabolismo,733,1,2
3302726,SALOFALK 250MG C/10 SUPOSITORIOSMESALAZINA,SALOFALK,Tracto alimentario y metabolismo,759,1,2
3302638,DIPROSONE 0.05% CREMA 15G BETAMETASONA,DIPROSONE,Dermatológicos,1060.99,1,1
3302550,UMECORTIL 500MG AMP (GANCICLOVIR),GANCICLOVIR,Antiinfecciosos para uso sistémico,43784,8,14
3302564,"MELOX PLUS 360ML SUSP MENTA DIMETICONA,ALUMINIO,MAGNESIO",MELOX,Tracto alimentario y metabolismo,749,2,2
3302545,NYTOL 50MG C/8 CAP,NYTOL,Sistema respiratorio,35.5,1,1
3302670,NEO MELUBRINA 500MG C/10 TABLETAS (METAMIZOL SODICO),METAMIZOL SODICO,Sistema nervioso,1087,2,2
3302622,MINIPRES 1MG C/30 CAPS (PRAZOSINA),PRAZOSINA,Sistema cardiovascular,142,3,6
3302756,PONTI OFTENO 10 ML. GOTASTETRACALNA,PONTI,Órganos de los sentidos,679.5,1,2
3302709,ELIDEL 1% 15GR CREMA(PIMECROLIMUS),PIMECROLIMUS,Dermatológicos,1024,1,2
3302646,MUCOSOLVAN 300MG 120ML SOLUCION(AMBROXOL),AMBROXOL,Sistema respiratorio,891,2,2
3302725,SECOTEX OCAS 0.4MG C/20 TAB(TAMSULOSINA),TAMSULOSINA,Sistema genitourinario y hormonas sexuales,813,2,3
3302552,CIPRO XR 1G C/7 TAB(CIPROFLOXACINO),CIPROFLOXACINO,Antiinfecciosos para uso sistémico,370,1,1
3302700,DIFLUCAN 100MG IV 50ML AMP (FLUCONAZOL),FLUCONAZOL,Antiinfecciosos para uso sistémico,391,15,42
3302737,SALOFALK 500MG C/40 GRAG MESALAZINA,SALOFALK,Tracto alimentario y metabolismo,1094,3,5
3302672,IMDUR 60MG C/20 TAB(MONONITRATO DE ISOSORBIDA),MONONITRATO DE ISOSORBIDA,Sistema cardiovascular,939.5,1,1
3302665,ITALDERMOL (G)/0.1/100G TBO 30G(TRITICUM VULGARE/GENTAMICIN,ITALDERMOL,Dermatológicos,212.5,2,2
3302570,MESULID 100MG C/10 TAB(NIMESULIDA),NIMESULIDA,Sistema musculoesquelético,1299,1,2
3302722,PEDIALYTE 30 500ML SABORES,PEDIALYTE,Tracto alimentario y metabolismo,1495,4,11
3302651,MUCOSOLVAN 30MG C/20 TAB(AMBROXOL),AMBROXOL,Sistema respiratorio,891,1,2
3302641,ANGIOTROFIN AP 120MG C/20 TAB (DILTIAZEM),DILTIAZEM,Sistema cardiovascular,466,1,2
3302556,SALOFALK 250MG C/60 TABMESALAZINA,SALOFALK,Tracto alimentario y metabolismo,507.5,1,1
3302720,PAXIL 20MG C/10 TAB (PAROXETINA),PAROXETINA,Sistema nervioso,291,1,1
3302701,ONBRIZE BREEZHALER 300 MCG C/30 CAP (INDACATEROL),INDACATEROL,Sistema respiratorio,256,1,1
3302710,APROVEL 300MG C/14 TAB(IRBESARTAN),IRBESARTAN,Sistema cardiovascular,812.5,2,2
3302584,CELESTONE PEDIATRICO (BETAMETASONA) 0.5 MG/ML GOTAS 60 ML,BETAMETASONA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",6033,1,1
3302648,"MUCOSOLVAN COMP 150/1MG SOL 120ML(AMBROXOL, CLENBUTEROL)","AMBROXOL, CLENBUTEROL",Sistema respiratorio,653.5,1,2
3302734,CARBON ACTIVADO 50GR (BOLSA),CARBON,Varios,258.5,4,8
3302627,MINIPRES 2MG C/30 CAPS(PRAZOSINA),PRAZOSINA,Sistema cardiovascular,248,2,5
3302711,APROVEL 150MG C/14 TAB(IRBESARTAN),IRBESARTAN,Sistema cardiovascular,564,2,2
3302653,MUCOSOLVAN 15MG AMP 2ML (AMBROXOL),AMBROXOL,Sistema respiratorio,338.5,16,47
3302657,NORVAS 10 MG C/20 TAB,NORVAS,Sistema cardiovascular,39044.5,1,1
3302744,PULMOVAX 0.5 ML (VACUNA NEUMOCOCICA),VACUNA NEUMOCOCICA,Antiinfecciosos para uso sistémico,178,1,1
3302702,OSSOPAN 200MG C/36 GRAGEAS COMPLEJO OSEINLCO MINERAL,OSSOPAN,Tracto alimentario y metabolismo,603,1,1
3302662,NASALUB ADU SOL HUMEC 30ML NASAL(CLORURO DE SODIO),CLORURO DE SODIO,Sangre y órganos hematopoyéticos,838,3,8
3302659,COZAAR 100MG C/30 GRAGEAS(LOSARTAN),LOSARTAN,Sistema cardiovascular,1206.5,1,1
3302644,ZN-FUSIN 1MG/1ML 10ML FCO AMP ZINC,FUSIN,Antiinfecciosos para uso sistémico,663.5,7,7
3302660,NAXODOL 250MG CAJA C/30 CAP(CARISOPRODO),CARISOPRODO,Sistema musculoesquelético,361,1,1
3302606,EFEXOR XR 75MG C/20 CAP. VENLAFAXINE,EFEXOR,Sistema nervioso,1393.5,1,1
3302568,MINITRAN 18MG C/10 PARCHES,MINITRAN,Sistema cardiovascular,172,1,2
3302741,SPIRIVA RESPIMAT 0.226MG 4ML(BROMURO DE TIOTROPIO),BROMURO DE TIOTROPIO,Sistema respiratorio,625,2,5
3302575,STAMARIL VACUNA FIEBRE AMARILLA AMP,STAMARIL,No encontrado,2109.5,2,4
3302716,ESPACIL COMP 125/10MG C/20 CAPS(LISINA/BUTLHIOSCINA),LISINA/BUTLHIOSCINA,Tracto alimentario y metabolismo,604,2,5
3302732,EXEL 15MG C/10 CAPS(MELOXICAM),MELOXICAM,Sistema musculoesquelético,358,5,11
3302764,ALLEGRA 180MG C/10 CPR(FEXOFENADINA),FEXOFENADINA,Sistema respiratorio,399,2,4
3302590,CYMBALTA 60MG C/28 CAPS(DULOXETINA),DULOXETINA,Sistema nervioso,347.5,2,5
3302639,MOTRIN 400MG C/45 GRAGEAS(IBUPROFENO),IBUPROFENO,Sistema musculoesquelético,328.5,1,1
3302719,PASTA DE LASSAR TUBO 60GR,LASSAR,Dermatológicos,199,3,6
3302707,MVI 12 PEDIATRICO AMPOLLETA MULTIVITAMINICO,MVI,Sangre y órganos hematopoyéticos,392,1,1
3302637,MOTILIUM 10MG C/30 TAB(DOMPERIDONA),DOMPERIDONA,Tracto alimentario y metabolismo,158.5,2,3
3302686,NORFLEX PLUS FRASCO 35/450 C/50 TAB,NORFLEX,Sistema musculoesquelético,95.5,45,84
3302703,ACELER CO 2% CREMA 15G(ACIDO FUSIDICO/BETAMETASONA),ACIDO FUSIDICO/BETAMETASONA,Dermatológicos,265,1,2
3302704,LOSEC A 20 20MG C/7 CAP(OMEPRAZOL ),OMEPRAZOL ,Tracto alimentario y metabolismo,81,1,1
3302663,ENALADIL 10MG C/10 TAB(ENALAPRIL),ENALAPRIL,Sistema cardiovascular,567,2,6
3302731,EXEL 7.5MG C/20 CAPS(MELOXICAM),MELOXICAM,Sistema musculoesquelético,261,1,1
3302650,ANGIOTROFIN (DILTIAZEM) 60 MG TAB C/30,DILTIAZEM,Sistema cardiovascular,328,1,1
3302897,CO DIOVAN 320MG/12.5 MG GRA CAJ C/30,DIOVAN,Sistema cardiovascular,223,1,2
3302876,SOLDRIN OTICO GOTAS 10ML HIDROCORTISONA/CLORAMFENICOL/BENZOC,SOLDRIN,Órganos de los sentidos,534,2,2
3302934,COMBIVENT RESPIMAT 1.68/8.77MG C/DOSIF.(IPRATRO./ SALBUTAMOL,IPRATROPIO/ SALBUTAMOL,Sistema respiratorio,669.5,4,8
3302866,SIBELIUM 5MG C/40 CAPS,SIBELIUM,Sistema nervioso,202,2,2
3302909,TEMPRA INF 3.2G 120ML JARABE PARACETAMOL,TEMPRA,Sistema nervioso,615,1,2
3302887,STUGERON FORTE 75MG C/60 TABLETASCINNARIZINE,STUGERON,Sistema nervioso,567,2,3
3302915,TEMPRA PED 100MG GOTAS 30MLPARACETAMOL,TEMPRA,Sistema nervioso,408,1,2
3302872,SIES 200MG C/20 TAB HIDROSMINA,SIES,Sistema cardiovascular,366,1,2
3302847,MICARDIS PLUS 80/12.5MG C/28 TAB(TELMISARTAN/HIDROCLOROTIAZ),TELMISARTAN/HIDROCLOROTIAZ,Sistema cardiovascular,346,1,1
3302802,RANISEN 300MG C/10 TAB RANITIDINA,RANISEN,Tracto alimentario y metabolismo,573,1,2
3302809,REDOXON EFERVECENTE 1GR C/10@CIDO ASCRRBICO,REDOXON,Tracto alimentario y metabolismo,194,2,5
3302870,DIOXAFLEX 180MG C/5 PARCHES DICLOFENACO,DIOXAFLEX,Sistema musculoesquelético,656,1,1
3302865,SERMION 30MG C/20 GRAGEAS NICERGOLINA,SERMION,Sistema cardiovascular,157,1,1
3302907,INSPRA IC 50MG C/10 TAB EPLERENONA,INSPRA,Sistema cardiovascular,237,2,3
3302880,"KERAL 25MG C/10 TAB(DEXKETOPROFENO,TROMETAMOL)","DEXKETOPROFENO,TROMETAMOL",Sistema musculoesquelético,196.5,1,2
3302895,SYNALAR OFT 0.015% SOL 15ML,SYNALAR,Dermatológicos,88.5,1,1
3302910,TEMPRA 500MG C/20 TAB ADULTO( PARACETAMOL), PARACETAMOL,Sistema nervioso,2837,2,4
3302768,BAPEX 300MG C/15 (GABAPENTINA),GABAPENTINA,Sistema nervioso,262,1,1
3302881,COMPECTACT 15/850 MG TAB CAJ C/28,COMPECTACT,Tracto alimentario y metabolismo,589,1,1
3302849,SELOPRES ZOK C/20 GRAG METOPROLOL/HIDROCLOROTIAZIDA,SELOPRES,Sistema cardiovascular,1159.5,1,2
3302838,SABRO 1G SUSP 120MLALOGLUTAMOL,SABRO,Tracto alimentario y metabolismo,154,2,5
3302791,DICYNONE 500MG C/20 TAB(ETAMSILATO),ETAMSILATO,Sangre y órganos hematopoyéticos,489.5,1,2
3302820,RIFADIN 300MG CAJA C/16 CAPSULASGRAGEASRIFAMPICINA,RIFADIN,Antiinfecciosos para uso sistémico,847,2,3
3302831,TRILEPTAL 300MG C/20 TAB(OXCARBAZEPINA),OXCARBAZEPINA,Sistema nervioso,516,2,5
3302808,RECOVERON ( N) 5/4G UNGUENTO 40GACIDOACEX@MICO/NEOMICINA,RECOVERON,Dermatológicos,810,3,7
3302902,DIMEGAN D 60ML JARABE(LORATADINA/FENILEFRINA),LORATADINA/FENILEFRINA,Sistema respiratorio,232,2,2
3302920,TERRAMICINA POMADA OFTALMICA 10G OXITETRACICLINA/POLIMIXINAB,TERRAMICINA,Órganos de los sentidos,947,1,1
3302901,TEBONIN FORTE 80 MG C/24 GRAGEAS(GINKGO BILOBA),Tebonin,Sistema nervioso,312,1,1
3302858,BIOMICS (CEFIXIMA) 100 MG/5 ML SUSP 100 ML,CEFIXIMA,Antiinfecciosos para uso sistémico,701.5,1,1
3302781,SIRDALUD MR 6MG C/10 CAPS TIZANIDINA,TIZANIDINA,Sistema musculoesquelético,394,1,2
3302782,PROFENID 100MG C/20 CAPS (KETOPROFENO),KETOPROFENO,Sistema musculoesquelético,863,2,2
3302927,"AUTRIN 600MG C/36 GRAGEAS FUMARATO FERROSO, ACIDO FSLICO, VI",AUTRIN,Sangre y órganos hematopoyéticos,360,2,3
3302886,#ILIADIN ADULTO 50MG GOTAS 20ML(OXIMETAZOLINA ),OXIMETAZOLINA ,Sistema respiratorio,55.5,1,1
3302821,VALDECASAS 5MG C/20 TAB (ACIDO FOLICO),ACIDO FOLICO,Sangre y órganos hematopoyéticos,39,3,6
3302785,PROFENID I.M. 100MG AMP 2ML (KETOPROFENO),KETOPROFENO,Sistema musculoesquelético,167,100,152
3302911,TEMPRA FORTE 650MG C/24 (PARACETAMOL),PARACETAMOL,Sistema nervioso,233,2,3
3302776,PRODOLINA 500MG C/10 TABS (METAMIZOL SRDICO),METAMIZOL SRDICO,Sistema nervioso,887,2,3
3302896,SYNALAR OTICO SOL 15ML,SYNALAR,Dermatológicos,88.5,1,1
3302811,EXEL 15MG AMP 1.5ML (MELOXICAM),MELOXICAM,Sistema musculoesquelético,361,4,8
3302810,REDOXON FORTE FERVECENTES 2G C/1010@CIDO ASCRRBICO,REDOXON,Tracto alimentario y metabolismo,165,2,2
3302787,PROTAMINA 250MG / 25 ML.,PROTAMINA,Varios,349,1,1
3302932,BACTOCIN 400MG C/8 TAB(OFLOXACINA),OFLOXACINA,Antiinfecciosos para uso sistémico,845,1,1
3302806,RECOVERON 5G UNGUENTO 40G,RECOVERON,Dermatológicos,194,1,2
3302923,TESALON 100MG PERLAS C/20 BENZONATATO,TESALON,Sistema respiratorio,489.5,2,2
3302853,SENOSIAN ADULTO C/10 SUPOS(GLICEROL),GLICEROL,Tracto alimentario y metabolismo,169,1,2
3302928,UNICLAR 0.050G SPRAY 18ML NASAL(MOMETASONA),MOMETASONA,Sistema respiratorio,924,1,1
3302933,AVAPENA 25MG C/20 GRAGEAS (CLOROPIRAMINA) SANDOZ,CLOROPIRAMINA,Sistema respiratorio,190,2,2
3302830,ROCEPHIN I.V. 500MG AMP (CEFTRIAXONA),CEFTRIAXONA,Antiinfecciosos para uso sistémico,273,1,1
3302799,TRAVATAN GOTAS 2.5ML OFT TRAVOPROST,TRAVATAN,Órganos de los sentidos,1114,1,1
3302926,TIAMINAL B-12 AP TRIV C/30 CAP,TIAMINAL,Tracto alimentario y metabolismo,1266.5,1,1
3302930,PLANTIVAL 160/80MG C/40 GRAGEAS VALERIANA OFFICINALIS,PLANTIVAL,Sistema nervioso,192,2,2
3302864,SERMION 10MG C/20 GRAGEAS NICERGOLINA,SERMION,Sistema cardiovascular,64,2,4
3302775,PROCTOACID POMADA 50G APLICADOR(POLICRESULENO/CINCOCAI,POLICRESULENO/CINCOCAI,Sistema cardiovascular,213,2,4
3302780,CEFTREX IV 1G AMP (CEFTRIAXONA),CEFTRIAXONA,Antiinfecciosos para uso sistémico,487,6,16
