MedCode,MedDescription,MedPharmacon,MedFamily
3302027,DANZEN 5MG C/30 GRAG(SERRATIOPEPTIDASA),DANZEN,Sistema respiratorio
3302034,CORPOTASIN GK 4.68G C/10 SOBRES-GLUCONATO DE POTASIO,CORPOTASIN,Tracto alimentario y metabolismo
3302035,CONCOR 2.50MG C/30 GRAG(BISOPROLOL),CONCOR,Sistema cardiovascular
3302038,SINGULAIR 10MG 30 COMP RECUB MONTELUKAST,SINGULAIR,No encontrado
3302042,BLOPRESS 16MG C/14 TAB CANDESARTRAN,BLOPRESS,Sistema cardiovascular
3302044,CIRUELAX COMP C/24 TAB CASSIA ANGUSTIFOLIA,CIRUELAX,Tracto alimentario y metabolismo
3302045,ARCOXIA 90MG C/14 TAB (ETORICOXIB),ARCOXIA,No encontrado
3302046,NORFENON 150MG C/30 TAB(PROPAFENONA),NORFENON,Sistema cardiovascular
3302049,HISTIACIL NF INFANTIL JARABE 150ML DEXTROMETORFANO/AMBROXOL,HISTIACIL,Sistema respiratorio
3302060,FLUOXAC 20MG C/10 TAB((FLUOXETINA),FLUOXAC,Sistema nervioso
3302072,SUPRADOL 10MG C/10 TAB(KETOROLACO),SUPRADOL,Sistema musculoesquelético
3302073,SUPRADOL SUBLINGUAL 30MG C/4 TAB(KETOROLACO),SUPRADOL,Sistema musculoesquelético
3302076,EXFORGE HCT 10/320/25MG C/28 CPR(AMLODIPINO/VALSARTAN/HIDROC,EXFORGE,Sistema cardiovascular
3302078,"NAPHACEL OFTENO 15ML GTS(NAFAZOLINA,HIPROMELOSA)",NAPHACEL,Órganos de los sentidos
3302085,ARCOXIA 120MG C/7 TAB (ETORICOXIB),ARCOXIA,No encontrado
3302091,LODESTAR 50 MG TAB C/30 (LOSARTAN),LODESTAR,Sistema cardiovascular
3302093,ATROVENT 250MCG 20ML SOL (BROMURO DE IPRATROPIO),ATROVENT,No encontrado
3302096,"GANFORTI GOTAS 3ML. BIMATOPROST, TIMOLOL",GANFORTI,Órganos de los sentidos
3302097,LODESTAR ZID 50/12.5MG TAB C/30 (LOSARTAN+HIDROCLOROTIAZIDA),LODESTAR,Sistema cardiovascular
3302098,NODESCRON 4MG AMPOLLETA (VECURONIO) PISA,NODESCRON,Sistema musculoesquelético
3302101,GRANEODIN BENZ C/24 PAST.(BENZOCAINA),GRANEODIN,Sistema respiratorio
3302102,CEFAXONA I.M. 1G AMP (CEFTRIAXONA),CEFAXONA,Antiinfecciosos para uso sistémico
3302105,ICADEN V C/1 OVULO(ISOCONAZOL),ICADEN,Dermatológicos
3302110,ZALDIAR EFERVECENTES C/10 TAB(PARACETAMOL/TRAMADOL),ZALDIAR,No encontrado
3302118,HALDOL 2MG 15ML GOTAS(HALOPERIDOL),HALDOL,Sistema nervioso
3302120,HALDOL 5MG C/20 TAB(HALOPERIDOL),HALDOL,Sistema nervioso
3302121,CRONOLEVEL HYPAK 1ML(BETAMETASONA),CRONOLEVEL,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas"
3302130,LANTUS SOLOSTAR 100UI R AMP CAJC/5X3ML (INSULINA GLARGINA),LANTUS,Tracto alimentario y metabolismo
3302131,HEMOSIN K 5ML AMP. (CARBAZOCROMO/MENADIONA VIT K3),HEMOSIN,Sangre y órganos hematopoyéticos
3302135,LEVAMIN NORMO 8.5% 500ML (AMINOACIDOS) PISA,LEVAMIN,Sangre y órganos hematopoyéticos
3302137,HEPARINA 5000 10ML AMPOLLETA (INHEPAR),HEPARINA,Sistema cardiovascular
3302138,ELEQUINE 500MG C/7 TAB.(LEVOFLOXACINO),ELEQUINE,Antiinfecciosos para uso sistémico
3302139,HEPARINA 1000UI 10ML AMPOLLETA (INHEPAR),HEPARINA,Sistema cardiovascular
3302141,SHORANT SOL INY 10ML (INSULINA GLULISINA),SHORANT,Tracto alimentario y metabolismo
3302142,HUMALOG MIX 25 3.0ML C/2 CAR. (LISPRO/LISPRO PROTAMINA),HUMALOG,Tracto alimentario y metabolismo
3302145,HUMALOG LISPRO 100UI 10ML AMP INSULINA LISPRO (ORIGEN ADN RE,HUMALOG,Tracto alimentario y metabolismo
3302146,CREON 150MG C/20 CAPS-(PANCREATINA),CREON,Tracto alimentario y metabolismo
3302147,HIGROTON 50MG C/30 CPR(CLORTALIDONA),HIGROTON,Sistema cardiovascular
3302151,AVALIDE 150/12.5MG C/14 TAB(IRBESARTAN/HIDROCLOROTIAZIDA),AVALIDE,Sistema cardiovascular
3302152,PASTA DE LASSAR 30G TARRO,PASTA,Falla en Google
3302157,MICARDIS 80MG C/14 TAB(TELMISARTAN),MICARDIS,Sistema cardiovascular
3302158,AGIOLAX (PLANTAGO/SENNA) 5G SOBRES C/20,AGIOLAX,Tracto alimentario y metabolismo
3302170,ADEL 500MG C/10 TAB (CLARITOMICINA),ADEL,Antiinfecciosos para uso sistémico
3302174,VESICARE 5MG C/10 TAB SOLIFENACINA,VESICARE,No encontrado
3302175,DOLO TANDAX 275/300MG C/12 GRAG (NAPROXENO/PARACETAMOL ),DOLO,Tracto alimentario y metabolismo
3302181,ELEQUINE 750MG C/5 TAB(LEVOFLOXACINO),ELEQUINE,Antiinfecciosos para uso sistémico
3302183,ARGENTAFIL 1% (SULFADIAZINA DE PLATA) 1 G/100 ML SPRAY 120 ML,ARGENTAFIL,Dermatológicos
3302184,NORVAS 5MG C/10 TAB (AMLODIPINO ),NORVAS,Sistema cardiovascular
3302185,ATEMPERATOR LP (VALPROATO GE MAGNESIO) 300 MG TAB LP C/20,ATEMPERATOR,Sistema nervioso
3302186,CREON 150MG C/50 CAPS PANCREATINA,CREON,Tracto alimentario y metabolismo
3302187,REDOXON PLUS C/10 TABS EFERVECENTES,REDOXON,Tracto alimentario y metabolismo
3302189,ACANOL 2MG C/12 TAB (LOPERAMIDA) SANOFI,ACANOL,Tracto alimentario y metabolismo
3302204,ICADEN 10MR CREMA 20G TUBO(ISOCONAZOL),ICADEN,Dermatológicos
3302206,MOBICOX 15MG C/10 TAB(MELOXICAM),MOBICOX,Sistema musculoesquelético
3302207,BLEFAMIDE SF 10ML GOTAS OFT,BLEFAMIDE,Órganos de los sentidos
3302208,OMURO 40MG C/30 TAB(BROMURO DE OTILONIO),OMURO,Tracto alimentario y metabolismo
3302209,MOTRIN SUSPENSION PED 15ML(IBUPROFENO),MOTRIN,Sistema musculoesquelético
3302211,"VARTALON COMP 1500/1200MG C/30 SOB(GLUCOSAMINA,CONDROITIN)",VARTALON,Sistema musculoesquelético
3302215,BRISTAFLAM 100MG C/40 CPR ACECLOFENACO,BRISTAFLAM,Sistema musculoesquelético
3302216,"BEDOYECTA CAJA C/30 TABLETAS HIDROXOCOBALAMINA, VITAMINAS B1",BEDOYECTA,Tracto alimentario y metabolismo
3302217,TRADOL RETARD 100MG C/10 TAB TRAMADOL,TRADOL,Sistema nervioso
3302218,ISORBID AP 40MG C/40 CAP(DINITRATO DE ISOSORBIDA),ISORBID,Sistema cardiovascular
3302224,AMOXIBRON 500MG C/12 CAPS (AMOXICILINA/BROMHEXINA),AMOXIBRON,Sistema respiratorio
3302228,ILIADIN INF SOLUCION GOTAS 20ML (OXIMETAZOLINA ),ILIADIN,Sistema respiratorio
3302242,ILOSONE 250MG 120ML SUSPENCION(ERITROMICINA),ILOSONE,Antiinfecciosos para uso sistémico
3302243,TARGOCID 200MG AMP (TEICOPLANINA),TARGOCID,No encontrado
3302245,LANTUS 100UI 10ML INY C/1 (INSULINA GLARGINA),LANTUS,Tracto alimentario y metabolismo
3302247,ILOSONE 125MG 120ML SUSPENCION(ERITROMICINA),ILOSONE,Antiinfecciosos para uso sistémico
3302251,LACTEOL CRON C/28 CAP LACTOBACILOS,LACTEOL,Tracto alimentario y metabolismo
3302252,MICARDIS 40MG C/14 TAB(TELMISARTAN),MICARDIS,Sistema cardiovascular
3302255,SEPTRIN F 800/160 MG C/14SULFAMETOXAZOL/TRIMETOPRIMA,SEPTRIN,No encontrado
3302256,AZULFIDINA 500MG C/60 TAB(SULFASALAZINA),AZULFIDINA,Tracto alimentario y metabolismo
3302257,CELLCEPT 500MG C/50 COMP MICOFENOLATO DE MOFETILO,CELLCEPT,Antineoplásicos e inmunomoduladores
3302261,SUCRATO 500MG C/20 CAPS SUBCITRATO DE BISMUTO,SUCRATO,Tracto alimentario y metabolismo
3302265,IMODIUM 2MG C/12 GRAGEAS (LOPERAMIDA ),IMODIUM,Tracto alimentario y metabolismo
3302270,AMOEBRIZ (MEBENDAZOL/QUINFAMIDA) 300MG/150MG TAB C/2,AMOEBRIZ,"Antiparasitarios, insecticidas y repelentes"
3302272,CAUDALINE 100MG C/30 TAB(CILOSTAZOL),CAUDALINE,Sangre y órganos hematopoyéticos
3302275,AMAL 4MG/2ML AMP IV (ONDANSETRSN),AMAL,Tracto alimentario y metabolismo
3302276,ARCOXIA 60MG C/7 TAB (ETORICOXIB),ARCOXIA,No encontrado
3302277,INDERALICI 10MG C/50 TAB(PROPRANOLOL),INDERALICI,Sistema cardiovascular
3302278,NEURONTIN 600MG C/15 CAPS(GABAPENTINA),NEURONTIN,No encontrado
3302280,INDERALICI 40MG C/30 TAB(PROPRANOLOL),INDERALICI,Sistema cardiovascular
3302289,CIPROFLOX 500MG C/12 CAP SENOSIAN (CIPROFLOXACINO),CIPROFLOX,Antiinfecciosos para uso sistémico
3302297,MYFUNGAR NITRATO DE OXICONAZOL 1G CREMA 20G,MYFUNGAR,Dermatológicos
3302298,CRONOCAPS 3MG C/30 CAP MELATONINA,CRONOCAPS,Sistema nervioso
3302300,IGAMAD AMP INMUNOGLOBULINA HUMANA,IGAMAD,No encontrado
3302304,SOMAZINA 500MG C/20 TAB(CITICOLINA),SOMAZINA,No encontrado
3302307,FIRAC PLUS 100MG AMP (CLONIXINATO LISINA/PARGEVER),FIRAC,Sistema nervioso
3302308,AMOXIL 500MG C/12 CAP (AMOXICILINA),AMOXIL,Antiinfecciosos para uso sistémico
3302312,ONICIT PONV 0.075MG/1.5ML AMP (PALONOSETRSN),ONICIT,Tracto alimentario y metabolismo
3302316,CUBICINE 350MG AMP IV (DAPTOMICINA),CUBICINE,Antiinfecciosos para uso sistémico
3302319,NEXIUM MUPS 40MG C/14 TABS,NEXIUM,Tracto alimentario y metabolismo
3302328,CO PLAVIX 75/100 MG C/28 TAB-CLOPIDOGREL/ACIDO ACETILSALICIL,CO,No encontrado
3302332,EBIXA 10MG C/14 TAB(MEMANTINA),EBIXA,Sistema nervioso
3302334,DOSIER 2.5MG. C/30 CPR (MOSAPRIDA),DOSIER,No encontrado
3302337,CALTRATE 600+D C/60 TABCARBONATO DE CALCIO/VITAMITA D3,CALTRATE,Tracto alimentario y metabolismo
3302343,CENTRUM SILVER (VITAMINAS Y MINERALES) TAB C/30,CENTRUM,Tracto alimentario y metabolismo
3302347,AMOXIL 12H 875MG C/10 TABS (AMOXICILINA),AMOXIL,Antiinfecciosos para uso sistémico
3302348,ISORBID SUBLINGUAL 5MG C/40 TAB(DINITRATO DE ISOSORBIDA),ISORBID,Sistema cardiovascular
3302350,ZALDIAR 37.5/325 MG C/10 TAB(PARACETAMOL/TRAMADOL),ZALDIAR,No encontrado
3302352,ISORBID 10MG C/40 TAB(DINITRATO DE ISOSORBIDA),ISORBID,Sistema cardiovascular
3302353,SUPRA 4MG C/30 TAB LIDAMIDINA,SUPRA,Tracto alimentario y metabolismo
3302354,ANGIOTROFIN RETARD 180MG C/10 TAB (DILTIAZEM),ANGIOTROFIN,Sistema cardiovascular
3302355,DIMEGAN 10MG C/10 CAPS(LORATADINA) SENOSIAIN,DIMEGAN,Sistema respiratorio
3302357,FOSFOCIL IM 1G AMP (FOSFOMICINA),FOSFOCIL,Antiinfecciosos para uso sistémico
3302361,UNAMOL PED 1MG/ML SUSP 60ML C/PIP(CISAPRIDA),UNAMOL,Tracto alimentario y metabolismo
3302369,SINERGIX 10MG/25MG C/10 CAP (TRAMADOL/KETOROLACO),SINERGIX,Sistema nervioso
3302371,CIPROLISINA SOLUCION 220ML(CIPROHEPTADINA/CIANOCOBALAMINA),CIPROLISINA,Tracto alimentario y metabolismo
3302372,DIANE 2/0.35MG C/21 GRAG(CITROPERONA/ETINILESTRADIOL),DIANE,Sistema genitourinario y hormonas sexuales
3302373,AUGMENTIN (AMOXICILINA/AC. CLAVULANICO) 500 MG/125 MG TAB C/20,AUGMENTIN,Antiinfecciosos para uso sistémico
3302375,KALIOLITE 500MG C/50 GRAGEAS(CLORURO DE POTASIO),KALIOLITE,Tracto alimentario y metabolismo
3302376,CEFAXONA IV 1G 10ML (CEFTRIAXONA),CEFAXONA,Antiinfecciosos para uso sistémico
3302377,ACTRON 600MG C/30 CAP (IBUPROFENO),ACTRON,Sistema musculoesquelético
3302379,SOPHIXIN DX SOL 5ML OFTCIPROFLOXACINO/DEXAMETASONA,SOPHIXIN,Órganos de los sentidos
3302381,NEUROBION C/60 TABLETAS,NEUROBION,Tracto alimentario y metabolismo
3302382,VITACILINA UNG 28G(RETINOL NEOMICINA),VITACILINA,Dermatológicos
3302384,"KAOMYCIN SUSPENCION 180 ML(NEOMICINA,CAOLIN-PECTINA)",KAOMYCIN,Tracto alimentario y metabolismo
3302385,ALLEGRA 120MG C/10 CPR(FEXOFENADINA),ALLEGRA,Sistema respiratorio
3302391,ANTIFLUDES C/24 CAP (PS)(AMANTADINA/CLORFENAMINAPARACETAMOL),ANTIFLUDES,Sistema respiratorio
3302392,AMOXIL PED 250MG 75ML SUSP (AMOXICILINA),AMOXIL,Antiinfecciosos para uso sistémico
3302397,DAGLA 50MG C/30 TAB(ITOPRIDA) TAKEDA,DAGLA,Tracto alimentario y metabolismo
3302402,KEFLEX 500MG C/12 TAB(CEFALEXINA ),KEFLEX,Antiinfecciosos para uso sistémico
3302409,DOSTEIN 175MG SUSP PVO(ERDOSTEINA),DOSTEIN,Sistema respiratorio
3302418,CLODASET METOCLOPRAMIDA/ONDANSETRON 10/4MG AMP,CLODASET,Tracto alimentario y metabolismo
3302420,KIDDI PHARMATON JARABE 200ML MULTIVITAMINICO,KIDDI,Tracto alimentario y metabolismo
3302422,LACTULAX 66.66G JARABE 125ML C/DOSI (LACTULOSA),LACTULAX,Tracto alimentario y metabolismo
3302427,NPLATE 250 MCG FCO AMP C/1 (ROMIPLOSTIM),NPLATE,Sangre y órganos hematopoyéticos
3302430,LANOXIN 0.25MG C/60 TAB(DIGOXINA),LANOXIN,Sistema cardiovascular
3302432,LANOXIN AMP 2ML (DIGOXINA),LANOXIN,Sistema cardiovascular
3302433,ALITRAQ SOBRE C/U (COMPLEMENTO ALIMENTICIO),ALITRAQ,Tracto alimentario y metabolismo
3302434,ATOKEN 50MG TAB C/28 ATENOLOL,ATOKEN,Sistema cardiovascular
3302439,LASILACTON 50/20MG C/16 CAPS(FUROSEMIDA/ESPIRONOLACTONA),LASILACTON,Sistema cardiovascular
3302440,SEVERIN NF SUSP 60ML(NIMESULIDA ),SEVERIN,Sistema musculoesquelético
3302441,LASIX 40MG C/24 TAB(FUROSEMIDA),LASIX,Sistema cardiovascular
3302442,PEMIX 1MG C/25 CPR,PEMIX,Tracto alimentario y metabolismo
3302444,ELATEC 500MG C/30 GRAG(DIOSMINA/HESPERIDINA),ELATEC,Sistema cardiovascular
3302447,ELANTAN 20MG C/30 TAB (MONONITRATO DE ISOSORBIDA),ELANTAN,Sistema cardiovascular
3302449,COVERSYL 4MG C/14 TABLETAS(PERINDOPRIL),COVERSYL,Sistema cardiovascular
3302451,CLORAN 5MG UNGUENTO 5G(CLORANFENICOL),CLORAN,Órganos de los sentidos
3302452,LASIX 20MG 2ML AMP (FUROSEMIDA),LASIX,Sistema cardiovascular
3302453,BRONCHO VAXON 3.5 MG C/10 SOBRES LIOFILIZADOS BACTERIANOS,BRONCHO,Sistema respiratorio
3302456,LINCOCIN 600MG 2ML AMP LINCOMICINA C/6 AMP.,LINCOCIN,Antiinfecciosos para uso sistémico
3302466,ANARA 125ML JARABE(PICOSULFATO SODICO),ANARA,Tracto alimentario y metabolismo
3302468,ALGITRIN 325MG/200MG C/12 TAB (PARACETAMOL/IBUPROFENO),ALGITRIN,Sistema nervioso
3302472,LOPID 600MG C/14 TAB(GEMFIBROZILO),LOPID,No encontrado
3302473,LOPRESOR 100MG C/20 GRAGEAS (METOPROLOL ),LOPRESOR,No encontrado
3302480,MACRODANTINA 50MG C/40 CAPS(NITROFURANTOINA),MACRODANTINA,Antiinfecciosos para uso sistémico
3302482,VARIVAX III AMP VACUNA CONTRA LA VARICELA,VARIVAX,Antiinfecciosos para uso sistémico
3302485,DISLEP 25MG C/20 CPR LEVOSULPIRIDA,DISLEP,Tracto alimentario y metabolismo
3302489,EXFORGE 5/160MG C/14 TAB.(AMLODIPINO/VALSARTAN),EXFORGE,Sistema cardiovascular
3302492,XOLAIR 150MG/2ML AMP. OMALIZUMAB,XOLAIR,Sistema respiratorio
3302497,TYLENOL 500MG CAPLEST C/20 CAPS(PARACETAMOL),TYLENOL,Sistema nervioso
3302501,KEPPRA 1G C/30 TAB(LEVETIRACETAM),KEPPRA,Sistema nervioso
3302503,"DOXIPROCT PLUS TUBO 60G(DOBESINATO DE CALCIO,LIDOCAINA,DEXAM",DOXIPROCT,Sistema cardiovascular
3302513,NEXIUM 10MG C/28 SOBRES (ESOMEPRAZOL),NEXIUM,Tracto alimentario y metabolismo
3302515,LIPITOR 40MG C/15 TAB(ATORVASTATINA),LIPITOR,Sistema cardiovascular
3302516,MALIVAL AP 50MG C/28 CAPS(INDOMETACINA),MALIVAL,Sistema musculoesquelético
3302519,ANDANTOL 0.75G JALEA 25GR. (ISOTIPENDILO),ANDANTOL,Dermatológicos
3302525,MATERNA TABLETAS C/30 VITAMINAS Y MINERALES,MATERNA,Tracto alimentario y metabolismo
3302533,DIMEGAN D 5/20MG C/10 CAPS(LORATADINA/FENILEFRINA),DIMEGAN,Sistema respiratorio
3302535,"MAXITROL UNGUENTO 3.5G(NEOMIXINA,POLIMIXINA B,DEXAMETASONA)",MAXITROL,Órganos de los sentidos
3302536,PROZAC 20MG C/28 CAP (FLUOXETINA),PROZAC,Sistema nervioso
3302537,LEXAPRO 10MG C/14 TAB(ESCITALOPRAM),LEXAPRO,Sistema nervioso
3302538,MACROZIT 500MG AMP C/1 (AZITROMICINA),MACROZIT,Antiinfecciosos para uso sistémico
3302539,ZALDIAR 37.5/325 MG C/20 TAB(PARACETAMOL/TRAMADOL),ZALDIAR,No encontrado
3302541,STADIUM 50MG AMP 2ML (DEXKETOPROFENO TROMETAMOL),STADIUM,Sistema musculoesquelético
3302543,SUPRADOL F 10MG/50MG C/10 TAB (KETOROLACO/CAFEINA),SUPRADOL,Sistema musculoesquelético
3302545,NYTOL 50MG C/8 CAP,NYTOL,Sistema respiratorio
3302550,UMECORTIL 500MG AMP (GANCICLOVIR),UMECORTIL,Antiinfecciosos para uso sistémico
3302552,CIPRO XR 1G C/7 TAB(CIPROFLOXACINO),CIPRO,Antiinfecciosos para uso sistémico
3302556,SALOFALK 250MG C/60 TABMESALAZINA,SALOFALK,Tracto alimentario y metabolismo
3302563,"MELOX PLUS 360ML SUSP CEREZA(DIMETICONA,ALUMINIO,MAGNESIO)",MELOX,Tracto alimentario y metabolismo
3302564,"MELOX PLUS 360ML SUSP MENTA DIMETICONA,ALUMINIO,MAGNESIO",MELOX,Tracto alimentario y metabolismo
3302568,MINITRAN 18MG C/10 PARCHES,MINITRAN,Sistema cardiovascular
3302570,MESULID 100MG C/10 TAB(NIMESULIDA),MESULID,Sistema musculoesquelético
3302575,STAMARIL VACUNA FIEBRE AMARILLA AMP,STAMARIL,No encontrado
3302579,METICORTEN 50MG C/20 TAB(PREDNISONA),METICORTEN,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas"
3302580,METICORTEN 20MG C/30 TAB(PREDNISONA),METICORTEN,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas"
3302584,CELESTONE PEDIATRICO (BETAMETASONA) 0.5 MG/ML GOTAS 60 ML,CELESTONE,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas"
3302590,CYMBALTA 60MG C/28 CAPS(DULOXETINA),CYMBALTA,Sistema nervioso
3302602,ESOMEPRAZOL 2.5MG SOBRES,ESOMEPRAZOL,Tracto alimentario y metabolismo
3302606,EFEXOR XR 75MG C/20 CAP. VENLAFAXINE,EFEXOR,Sistema nervioso
3302615,MICCIL 0.5MG AMP 2ML (BUMETANIDA),MICCIL,Sistema cardiovascular
3302622,MINIPRES 1MG C/30 CAPS (PRAZOSINA),MINIPRES,Sistema cardiovascular
3302626,VANTAL BUCOFAR SOL. 360ML (GRANDE )(BENCIDAMINA),VANTAL,Tracto alimentario y metabolismo
3302627,MINIPRES 2MG C/30 CAPS(PRAZOSINA),MINIPRES,Sistema cardiovascular
3302637,MOTILIUM 10MG C/30 TAB(DOMPERIDONA),MOTILIUM,Tracto alimentario y metabolismo
3302638,DIPROSONE 0.05% CREMA 15G BETAMETASONA,DIPROSONE,Dermatológicos
3302639,MOTRIN 400MG C/45 GRAGEAS(IBUPROFENO),MOTRIN,Sistema musculoesquelético
3302641,ANGIOTROFIN AP 120MG C/20 TAB (DILTIAZEM),ANGIOTROFIN,Sistema cardiovascular
3302644,ZN-FUSIN 1MG/1ML 10ML FCO AMP ZINC,ZN-FUSIN,Falla en Google
3302646,MUCOSOLVAN 300MG 120ML SOLUCION(AMBROXOL),MUCOSOLVAN,Sistema respiratorio
3302648,"MUCOSOLVAN COMP 150/1MG SOL 120ML(AMBROXOL, CLENBUTEROL)",MUCOSOLVAN,Sistema respiratorio
3302650,ANGIOTROFIN (DILTIAZEM) 60 MG TAB C/30,ANGIOTROFIN,Sistema cardiovascular
3302651,MUCOSOLVAN 30MG C/20 TAB(AMBROXOL),MUCOSOLVAN,Sistema respiratorio
3302653,MUCOSOLVAN 15MG AMP 2ML (AMBROXOL),MUCOSOLVAN,Sistema respiratorio
3302657,NORVAS 10 MG C/20 TAB,NORVAS,Sistema cardiovascular
3302659,COZAAR 100MG C/30 GRAGEAS(LOSARTAN),COZAAR,Sistema cardiovascular
3302660,NAXODOL 250MG CAJA C/30 CAP(CARISOPRODO),NAXODOL,Sistema musculoesquelético
3302662,NASALUB ADU SOL HUMEC 30ML NASAL(CLORURO DE SODIO),NASALUB,Productos sanitarios
3302663,ENALADIL 10MG C/10 TAB(ENALAPRIL),ENALADIL,Sistema cardiovascular
3302665,ITALDERMOL (G)/0.1/100G TBO 30G(TRITICUM VULGARE/GENTAMICIN,ITALDERMOL,Dermatológicos
3302666,NEO MELUBRINA 250MG/5ML 100ML JBE INF (METAMIZOL SODICO),NEO,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas"
3302669,COMBIVENT 0.5/2.5MG AMPOLLETA 2.5ML (IPRATROPIO/ SALBUTAMOL),COMBIVENT,Sistema respiratorio
3302670,NEO MELUBRINA 500MG C/10 TABLETAS (METAMIZOL SODICO),NEO,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas"
3302672,IMDUR 60MG C/20 TAB(MONONITRATO DE ISOSORBIDA),IMDUR,Sistema cardiovascular
3302686,NORFLEX PLUS FRASCO 35/450 C/50 TAB,NORFLEX,Sistema musculoesquelético
3302700,DIFLUCAN 100MG IV 50ML AMP (FLUCONAZOL),DIFLUCAN,No encontrado
3302701,ONBRIZE BREEZHALER 300 MCG C/30 CAP (INDACATEROL),ONBRIZE,Sistema respiratorio
3302702,OSSOPAN 200MG C/36 GRAGEAS COMPLEJO OSEINLCO MINERAL,OSSOPAN,Tracto alimentario y metabolismo
3302703,ACELER CO 2% CREMA 15G(ACIDO FUSIDICO/BETAMETASONA),ACELER,Dermatológicos
3302704,LOSEC A 20 20MG C/7 CAP(OMEPRAZOL ),LOSEC,No encontrado
3302707,MVI 12 PEDIATRICO AMPOLLETA MULTIVITAMINICO,MVI,Sangre y órganos hematopoyéticos
3302709,ELIDEL 1% 15GR CREMA(PIMECROLIMUS),ELIDEL,No encontrado
3302710,APROVEL 300MG C/14 TAB(IRBESARTAN),APROVEL,Sistema cardiovascular
3302711,APROVEL 150MG C/14 TAB(IRBESARTAN),APROVEL,Sistema cardiovascular
3302716,ESPACIL COMP 125/10MG C/20 CAPS(LISINA/BUTLHIOSCINA),ESPACIL,Tracto alimentario y metabolismo
3302719,PASTA DE LASSAR TUBO 60GR,PASTA,Falla en Google
3302720,PAXIL 20MG C/10 TAB (PAROXETINA),PAXIL,Sistema nervioso
3302722,PEDIALYTE 30 500ML SABORES,PEDIALYTE,Tracto alimentario y metabolismo
3302725,SECOTEX OCAS 0.4MG C/20 TAB(TAMSULOSINA),SECOTEX,Sistema genitourinario y hormonas sexuales
3302726,SALOFALK 250MG C/10 SUPOSITORIOSMESALAZINA,SALOFALK,Tracto alimentario y metabolismo
3302727,ADALAT OROS 60MG C/10 TAB(NIFEDIPINO),ADALAT,No encontrado
3302729,PENPROCILINA 800000U AMP (BENCILPENICILINA PROCAMNA/BENCILP,PENPROCILINA,Antiinfecciosos para uso sistémico
3302731,EXEL 7.5MG C/20 CAPS(MELOXICAM),EXEL,Falla en Google
3302732,EXEL 15MG C/10 CAPS(MELOXICAM),EXEL,Falla en Google
3302734,CARBON ACTIVADO 50GR (BOLSA),CARBON,Varios
3302737,SALOFALK 500MG C/40 GRAG MESALAZINA,SALOFALK,Tracto alimentario y metabolismo
3302741,SPIRIVA RESPIMAT 0.226MG 4ML(BROMURO DE TIOTROPIO),SPIRIVA,Sistema respiratorio
3302744,PULMOVAX 0.5 ML (VACUNA NEUMOCOCICA),PULMOVAX,Antiinfecciosos para uso sistémico
3302751,PIRIFUR 500MG C/24 COMPS(FENAZOPIRIDINA/ACIDO NALIDIXICO),PIRIFUR,Antiinfecciosos para uso sistémico
3302752,PIRIMIR 100MG C/24 TABS(FENAZOPIRIDINA),PIRIMIR,Sistema genitourinario y hormonas sexuales
3302756,PONTI OFTENO 10 ML. GOTASTETRACALNA,PONTI,Órganos de los sentidos
3302764,ALLEGRA 180MG C/10 CPR(FEXOFENADINA),ALLEGRA,Sistema respiratorio
3302766,ZYPREXA 5MG C/14 TAB(OLANZAPINA),ZYPREXA,Sistema nervioso
3302767,ROFUCAL 25MG C/30 TAB(HIDROCLOROTIAZIDA),ROFUCAL,Sistema cardiovascular
3302768,BAPEX 300MG C/15 (GABAPENTINA),BAPEX,Sistema nervioso
3302773,BRILINTA 90MG C/30 TAB(TICAGRELOR),BRILINTA,Sangre y órganos hematopoyéticos
3302775,PROCTOACID POMADA 50G APLICADOR(POLICRESULENO/CINCOCAI,PROCTOACID,Sistema cardiovascular
3302776,PRODOLINA 500MG C/10 TABS (METAMIZOL SRDICO),PRODOLINA,Sistema nervioso
3302778,PRODOLINA 2G AMP 4ML (METAMIZOL SODICO),PRODOLINA,Sistema nervioso
3302780,CEFTREX IV 1G AMP (CEFTRIAXONA),CEFTREX,Antiinfecciosos para uso sistémico
3302781,SIRDALUD MR 6MG C/10 CAPS TIZANIDINA,SIRDALUD,No encontrado
3302782,PROFENID 100MG C/20 CAPS (KETOPROFENO),PROFENID,Sistema musculoesquelético
3302785,PROFENID I.M. 100MG AMP 2ML (KETOPROFENO),PROFENID,Sistema musculoesquelético
3302787,PROTAMINA 250MG / 25 ML.,PROTAMINA,Varios
3302791,DICYNONE 500MG C/20 TAB(ETAMSILATO),DICYNONE,Sangre y órganos hematopoyéticos
3302799,TRAVATAN GOTAS 2.5ML OFT TRAVOPROST,TRAVATAN,Órganos de los sentidos
3302802,RANISEN 300MG C/10 TAB RANITIDINA,RANISEN,Tracto alimentario y metabolismo
3302803,RANISEN (RANITIDINA) 150MG TAB C/20,RANISEN,Tracto alimentario y metabolismo
