PROVEEDOR,PEDIDO,FECHA PEDIDO,FECHA ENTREGA,REQUISICION,FECHA SOLICITUD,C. COSTOS,ARTÍCULO,DESCRIPCIÓN,FACTURA,FECHA RECEPCION,CANTIDAD REQUISICION,CANTIDAD SOLICITADA,CANTIDAD RECIBIDA,%
FARMACOS NACIONALES S.A. DE C.V. (FANASA),302744.0,2019-07-31,2019-08-01,0.0,,MEDICAMENTOS,3300091,AFUNGIL (FLUCONAZOL) 100MG/50ML FAM,,,0.0,2.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),302744.0,2019-07-31,2019-08-01,0.0,,MEDICAMENTOS,3301154,ALIN (DEXAMETASONA) 8MG/2ML AMP,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),302744.0,2019-07-31,2019-08-01,0.0,,MEDICAMENTOS,3301155,ALIN DEPOT (DEXAMETASONA) 8MG/2ML FAM,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),302744.0,2019-07-31,2019-08-01,0.0,,MEDICAMENTOS,3301585,CORDARONE 150MG AMP 3ML (AMIODARONA),,,0.0,5.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),302793.0,2019-08-01,2019-08-02,0.0,,MEDICAMENTOS,3600030,CLEXANE 20MG AMP 0.2ML (ENOXAPARINA) AMP,,,0.0,2.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),302875.0,2019-08-02,2019-08-05,0.0,,MATERIAL DE CURACION,4200008,#ENTEREX IMX 126G VAINILLA SUPLEMENTO ALIMENTICIO,,,0.0,6.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),302875.0,2019-08-02,2019-08-05,0.0,,MATERIAL DE CURACION,3302079,#GLUCERNA 237ML VAINILLA (NUTRICION ENTERAL),,,0.0,2.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),303180.0,2019-08-06,2019-08-07,0.0,,MEDICAMENTOS,3304809,ANORO (UMECLIDINO/VILANTEROL) 62.5/25 MICROGRAMOS INH C/30 DOSIS,,,0.0,3.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),303180.0,2019-08-06,2019-08-07,0.0,,MEDICAMENTOS,3301354,ASPIRINA PROTECT (ACIDO ACETILSALICILICO) 100MG TAB C/28,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),303180.0,2019-08-06,2019-08-07,0.0,,MEDICAMENTOS,3300871,BIOMICS (CEFIXIMA) 400 MG CAP C/6,,,0.0,2.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),303180.0,2019-08-06,2019-08-07,0.0,,MEDICAMENTOS,3301207,COMBESTERAL AMP I.M. C/3(COMPLEJO B/DEXAMETASONA/LIDOCAINA),,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),303180.0,2019-08-06,2019-08-07,0.0,,MEDICAMENTOS,3302934,COMBIVENT RESPIMAT 1.68/8.77MG C/DOSIF.(IPRATRO./ SALBUTAMOL,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),303180.0,2019-08-06,2019-08-07,0.0,,MEDICAMENTOS,3301789,DOLO NEUROBION 50MG C/20 GRAGEAS (COMPLEJO B/DICLOFENACO),,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),303180.0,2019-08-06,2019-08-07,0.0,,MEDICAMENTOS,3301151,FACICAM GEL TUBO 40GR (PIROXICAM),,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),303180.0,2019-08-06,2019-08-07,0.0,,MEDICAMENTOS,3304834,LIPITOR 20MG TAB 30 (ATORVASTATINA),,,0.0,2.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),303180.0,2019-08-06,2019-08-07,0.0,,MEDICAMENTOS,3500322,MYDOCALM A C/30 CAPS TOLPERISONA /PARACETAMOL,,,0.0,3.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),303180.0,2019-08-06,2019-08-07,0.0,,MEDICAMENTOS,3300490,PARAMIX 500MG C/6 GRAG(NITAZOXANIDA),,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),303180.0,2019-08-06,2019-08-07,0.0,,MEDICAMENTOS,3304654,PIASCLEDINE 300C/30CAP(PERSEA GRATISSIMA),,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),303180.0,2019-08-06,2019-08-07,0.0,,MEDICAMENTOS,3304731,RIOPAN GEL C/10 SOB 10ML,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),303180.0,2019-08-06,2019-08-07,0.0,,MEDICAMENTOS,3304666,SAMYR 500MG C/20 TAB (ADEMETIONINA),,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),303180.0,2019-08-06,2019-08-07,0.0,,MEDICAMENTOS,3302379,SOPHIXIN DX SOL 5ML OFTCIPROFLOXACINO/DEXAMETASONA,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),303180.0,2019-08-06,2019-08-07,0.0,,MEDICAMENTOS,3301564,TAFIROL 1GR C/20 TAB (PARACETAMOL),,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),303180.0,2019-08-06,2019-08-07,0.0,,MEDICAMENTOS,3300640,TOPRON (NIFUROXAZIDA) 400 MG CAP C/16,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),303180.0,2019-08-06,2019-08-07,0.0,,MEDICAMENTOS,3301980,TRAYENTA 5MG C/30 LINAGLIPTINA,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),303180.0,2019-08-06,2019-08-07,0.0,,MEDICAMENTOS,3304466,UNIVAL 1G/5ML SUS FCO C/230ML SUCRALFATO,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),303228.0,2019-08-07,2019-08-08,0.0,,MEDICAMENTOS,1000378,GI NIFEDIPINO 30 MG C/30 TAB LIB PROLONG,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),303781.0,2019-08-13,2019-08-14,0.0,,MEDICAMENTOS,3302785,PROFENID IM (KETOPROFENO) 100MG/2ML AMP,,,0.0,18.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),303781.0,2019-08-13,2019-08-14,0.0,,MEDICAMENTOS,3301186,VONTROL 40MG AMP 2ML (DIFENIDOL),,,0.0,4.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),303894.0,2019-08-15,2019-08-16,0.0,,MEDICAMENTOS,3302391,ANTIFLUDES 50 MG/3 MG/300 MG CAP C/24,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),303894.0,2019-08-15,2019-08-16,0.0,,MEDICAMENTOS,3300948,JANUVIA 50MG C/28 CPR(SITAGLIPTINA),,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),303894.0,2019-08-15,2019-08-16,0.0,,MEDICAMENTOS,3301961,LIBERTRIM 100MG C/50 CPR(TRIMEBUTINA),,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),303894.0,2019-08-15,2019-08-16,0.0,,MEDICAMENTOS,3300019,LYRICA 150MG C/28 CAP PREGABALINA,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),303894.0,2019-08-15,2019-08-16,0.0,,MEDICAMENTOS,3302157,MICARDIS 80MG C/14 TAB(TELMISARTAN),,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),303894.0,2019-08-15,2019-08-16,0.0,,MEDICAMENTOS,3300978,SOYALOID PACK 20G C/10 SOBRES HARINA DE SOYA,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),303894.0,2019-08-15,2019-08-16,0.0,,MEDICAMENTOS,3300400,XARELTO 2.5 MG COMPS. C/56 RIVAROXABAN,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),303995.0,2019-08-16,2019-08-19,63472.0,2019-08-16,MEDICAMENTOS,3305074,HISTOFIL 4000 UI C/ 60 TAB,,,1.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),303999.0,2019-08-16,2019-08-19,0.0,,MEDICAMENTOS,3303004,DIMOFLAX .5/200MG.C/45CAPS.CLEBOPRIDA/SIMETICONA,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304000.0,2019-08-16,2019-08-19,0.0,,MEDICAMENTOS,3305200,TRELEGY 30 DOSIS 100/62.5/25 MG CAJA PVO C/INHALADOR,,,0.0,3.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304157.0,2019-08-19,2019-08-20,0.0,,MEDICAMENTOS,3300766,AFUNGIL (FLUCONAZOL) 150MG CAP C/1,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304157.0,2019-08-19,2019-08-20,0.0,,MEDICAMENTOS,3304782,AGRIFEN (CAFEINA/CLORFENAMINA/FENILEFRINA/PARACETAMOL) TAB C,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304157.0,2019-08-19,2019-08-20,0.0,,MEDICAMENTOS,3301339,ARGENTAFIL 1% (SULFADIAZINA DE PLATA) 1 G/100 G CREMA 160 G,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304157.0,2019-08-19,2019-08-20,0.0,,MEDICAMENTOS,3301354,ASPIRINA PROTECT (ACIDO ACETILSALICILICO) 100MG TAB C/28,,,0.0,2.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304157.0,2019-08-19,2019-08-20,0.0,,MEDICAMENTOS,3302093,ATROVENT (BROMURO DE IPRATROPIO) 250 MICROGRAMOS/ML SOLUCION 20 ML,,,0.0,2.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304157.0,2019-08-19,2019-08-20,0.0,,MEDICAMENTOS,3301207,COMBESTERAL AMP I.M. C/3(COMPLEJO B/DEXAMETASONA/LIDOCAINA),,,0.0,3.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304157.0,2019-08-19,2019-08-20,0.0,,MEDICAMENTOS,3300139,CORPOTASIN LP 1500MG C/30 TABS.-CLORURO DE POTASIO,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304157.0,2019-08-19,2019-08-20,0.0,,MEDICAMENTOS,3301606,DANZEN 10MG C/20 TAB(SERRATIOPEPTIDASA) HORMONA,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304157.0,2019-08-19,2019-08-20,0.0,,MEDICAMENTOS,3301789,DOLO NEUROBION 50MG C/20 GRAGEAS (COMPLEJO B/DICLOFENACO),,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304157.0,2019-08-19,2019-08-20,0.0,,MEDICAMENTOS,3301240,DOMEBORO 36.4/51.6G C/12 SOBRES(CALCIO/ALUMINIO),,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304157.0,2019-08-19,2019-08-20,0.0,,MEDICAMENTOS,3304632,DYMISTA D SPR 25ML FRA C/1 AZELASTINA//FLUTICASONA),,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304157.0,2019-08-19,2019-08-20,0.0,,MEDICAMENTOS,3301151,FACICAM GEL TUBO 40GR (PIROXICAM),,,0.0,2.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304157.0,2019-08-19,2019-08-20,0.0,,MEDICAMENTOS,3300720,FIRAC PLUS 125/10MG C/20 GRAGEAS(CLONIXINATO LISINA/PARGEVER,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304157.0,2019-08-19,2019-08-20,0.0,,MEDICAMENTOS,3500228,FITOESTIMULINA CREMA 30G(TRITICUM VULGARE)LOGISTICA VALEANT,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304157.0,2019-08-19,2019-08-20,0.0,,MEDICAMENTOS,3500512,FLUXEDAN 5/125MG 225ML JARABE BROMHEXINA/OXELADINA,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304157.0,2019-08-19,2019-08-20,0.0,,MEDICAMENTOS,3301114,HIDRASEC 100MG C/9 CAPS(RACECADOTRILO),,,0.0,6.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304157.0,2019-08-19,2019-08-20,0.0,,MEDICAMENTOS,3301480,LIBERTRIM 100MG C/20 CPR TRIMEBUTINA,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304157.0,2019-08-19,2019-08-20,0.0,,MEDICAMENTOS,3301836,LYSOMUCIL (ACETILCISTEINA) 600 MG TAB EFERV C/20,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304157.0,2019-08-19,2019-08-20,0.0,,MEDICAMENTOS,3500322,MYDOCALM A C/30 CAPS TOLPERISONA /PARACETAMOL,,,0.0,13.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304157.0,2019-08-19,2019-08-20,0.0,,MEDICAMENTOS,3302046,NORFENON 150MG C/30 TAB(PROPAFENONA),,,0.0,2.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304157.0,2019-08-19,2019-08-20,0.0,,MEDICAMENTOS,3500031,PANCLASA 80/80MG C/20 CAPS (FLOROGLUCINOL/TRIMETILFLOROGL,,,0.0,2.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304157.0,2019-08-19,2019-08-20,0.0,,MEDICAMENTOS,3302803,RANISEN (RANITIDINA) 150MG TAB C/20,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304157.0,2019-08-19,2019-08-20,0.0,,MEDICAMENTOS,3302737,SALOFALK 500MG C/40 GRAG MESALAZINA,,,0.0,2.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304157.0,2019-08-19,2019-08-20,0.0,,MEDICAMENTOS,3302853,SENOSIAN ADULTO C/10 SUPOS(GLICEROL),,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304157.0,2019-08-19,2019-08-20,0.0,,MEDICAMENTOS,3300067,SENSIBIT XP 120ML SUSPENSIONLORATADINA /AMBROXOL,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304157.0,2019-08-19,2019-08-20,0.0,,MEDICAMENTOS,3300280,SINERGIX 25/10MG C/4 SUBLINGUAL(TRAMADOL/KETOROLACO),,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304157.0,2019-08-19,2019-08-20,0.0,,MEDICAMENTOS,3301425,TEOLONG 200MG C/20 CAPS(TEOFILINA/THEOPHYLLINE),,,0.0,2.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304157.0,2019-08-19,2019-08-20,0.0,,MEDICAMENTOS,3301184,VASCULFLOW 250/225/25MG TAB C/30(DIOSMINA/HESPERIDINA/DOBESI,,,0.0,2.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304157.0,2019-08-19,2019-08-20,0.0,,MEDICAMENTOS,3304616,VIRAVIR 75MG C/28CAPS. PREGABALINA,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304157.0,2019-08-19,2019-08-20,0.0,,MEDICAMENTOS,3300696,VOLTAREN EMULGEL 50G TUBO (DICLOFENACO),,,0.0,2.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304446.0,2019-08-21,2019-08-22,63569.0,2019-08-21,MEDICAMENTOS,3301963,SAMYR 500MG AMP 5ML (ADEMETIONINA),,,5.0,5.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304538.0,2019-08-22,2019-08-23,0.0,,MEDICAMENTOS,3301002,DICYNONE 250MG AMP 2ML (ETAMSILATO),,,0.0,8.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304538.0,2019-08-22,2019-08-23,0.0,,MEDICAMENTOS,3301406,NIMOTOP 10MG AMP 50ML (NIMODIPINO),,,0.0,2.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304538.0,2019-08-22,2019-08-23,0.0,,MEDICAMENTOS,3400141,RENEGY 500MG/10ML AMP IV (CARBOXIMALTOSA FERRICA),,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304538.0,2019-08-22,2019-08-23,0.0,,MEDICAMENTOS,3301963,SAMYR 500MG AMP 5ML (ADEMETIONINA),,,0.0,10.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304605.0,2019-08-23,2019-08-26,63593.0,2019-08-23,MEDICAMENTOS,3302785,PROFENID IM (KETOPROFENO) 100MG/2ML AMP,B-27234801,2019-08-23,12.0,12.0,6,50.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304619.0,2019-08-23,2019-08-26,0.0,,MEDICAMENTOS,3301040,DAFLON 500MG C/20 TABLETAS(DIOSMINA/HESPERIDINA),,,0.0,2.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304797.0,2019-08-26,2019-08-27,0.0,,MEDICAMENTOS,3304626,ACC (ACETILCISTEINA) 600MG TAB EFERV C/20,,,0.0,2.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304798.0,2019-08-26,2019-08-27,63617.0,2019-08-26,MEDICAMENTOS,3302468,ALGITRIN (PARACETAMOL/IBUPROFENO) 325MG/200MG TAB C/12,,,1.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),304974.0,2019-08-27,2019-08-28,0.0,,MATERIAL DE CURACION,3301867,#ENTEREX HEPATIC SOBRE 110G SUPLEMENTO ALIMENTICIO,,,0.0,4.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),305186.0,2019-08-30,2019-09-02,0.0,,MEDICAMENTOS,3300091,AFUNGIL (FLUCONAZOL) 100MG/50ML FAM,,,0.0,5.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),305186.0,2019-08-30,2019-09-02,0.0,,MEDICAMENTOS,3301214,BUSCAPINA COMPOSITUM (HIOSCINA/METAMIZOL) 20 MG/2.5 G/5 ML A,,,0.0,3.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),305186.0,2019-08-30,2019-09-02,0.0,,MEDICAMENTOS,3302780,CEFTREX IV (CEFTRIAXONA) 1 G /10 ML FAM,,,0.0,2.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),305186.0,2019-08-30,2019-09-02,0.0,,MEDICAMENTOS,3302669,COMBIVENT 0.5/2.5MG AMPOLLETA 2.5ML (IPRATROPIO/ SALBUTAMOL),,,0.0,30.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),305186.0,2019-08-30,2019-09-02,0.0,,MEDICAMENTOS,3301996,FOSFOCIL IV 1G AMP (FOSFOMICINA),,,0.0,4.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),305186.0,2019-08-30,2019-09-02,0.0,,MEDICAMENTOS,3301597,INHIBITRON 40MG AMP 10ML (OMEPRAZOL),,,0.0,2.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),305186.0,2019-08-30,2019-09-02,0.0,,MEDICAMENTOS,3300747,KLARICID I.V. 500MG AMP (CLARITROMICINA),,,0.0,7.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),305186.0,2019-08-30,2019-09-02,0.0,,MEDICAMENTOS,3301050,NEO MELUBRINA 1G AMP 2ML (METAMIZOL SODICO),,,0.0,5.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),305186.0,2019-08-30,2019-09-02,0.0,,MEDICAMENTOS,3301388,NULYTELY 109.6 G POLVO SOBRE X PZA,,,0.0,4.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),305186.0,2019-08-30,2019-09-02,0.0,,MEDICAMENTOS,3302785,PROFENID IM (KETOPROFENO) 100MG/2ML AMP,,,0.0,12.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),305186.0,2019-08-30,2019-09-02,0.0,,MEDICAMENTOS,3300952,PULMOCARE 236 ML VAINILLA,,,0.0,5.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),305186.0,2019-08-30,2019-09-02,0.0,,MEDICAMENTOS,3400141,RENEGY 500MG/10ML AMP IV (CARBOXIMALTOSA FERRICA),,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),305186.0,2019-08-30,2019-09-02,0.0,,MEDICAMENTOS,3301771,SOMAZINA 1G AMP 4ML (CITICOLINA),,,0.0,9.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),305186.0,2019-08-30,2019-09-02,0.0,,MEDICAMENTOS,3302906,TAZOCIN E.F (PIPERACILINA/TAZOBACTAM) 4 G /0.5 G FAM,,,0.0,5.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),305914.0,2019-09-09,2019-09-10,63876.0,2019-09-09,MEDICAMENTOS,3302906,TAZOCIN E.F (PIPERACILINA/TAZOBACTAM) 4 G /0.5 G FAM,,,2.0,2.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),306341.0,2019-09-11,2019-09-12,63954.0,2019-09-11,MEDICAMENTOS,3600096,ZYVOXAM 2MG/ML 300ML AMP (LINEZOLID),27448226,2019-09-12,6.0,6.0,1,16.67
FARMACOS NACIONALES S.A. DE C.V. (FANASA),306341.0,2019-09-11,2019-09-12,63954.0,2019-09-11,MEDICAMENTOS,3600096,ZYVOXAM 2MG/ML 300ML AMP (LINEZOLID),B-27448226,2019-09-12,6.0,6.0,5,83.33
FARMACOS NACIONALES S.A. DE C.V. (FANASA),307111.0,2019-09-23,2019-09-24,0.0,,MEDICAMENTOS,3301984,ACTRON (IBUPROFENO) 600MG CAP C/10,,,0.0,8.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),307111.0,2019-09-23,2019-09-24,0.0,,MEDICAMENTOS,3304782,AGRIFEN (CAFEINA/CLORFENAMINA/FENILEFRINA/PARACETAMOL) TAB C,,,0.0,3.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),307111.0,2019-09-23,2019-09-24,0.0,,MEDICAMENTOS,3302391,ANTIFLUDES 50 MG/3 MG/300 MG CAP C/24,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),307111.0,2019-09-23,2019-09-24,0.0,,MEDICAMENTOS,3304625,ARAHKOR (FIMASARTAN) 60 MG TAB C/20,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),307111.0,2019-09-23,2019-09-24,0.0,,MEDICAMENTOS,3301354,ASPIRINA PROTECT (ACIDO ACETILSALICILICO) 100MG TAB C/28,,,0.0,3.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),307111.0,2019-09-23,2019-09-24,0.0,,MEDICAMENTOS,3301768,ATEMPERATOR LP (VALPROATO DE MAGNESIO) 600 MG TAB LP C/20,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),307111.0,2019-09-23,2019-09-24,0.0,,MEDICAMENTOS,3302093,ATROVENT (BROMURO DE IPRATROPIO) 250 MICROGRAMOS/ML SOLUCION 20 ML,,,0.0,2.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),307111.0,2019-09-23,2019-09-24,0.0,,MEDICAMENTOS,3304778,BLODIVIT (ATORVASTATINA) 80 MG TAB C/30,,,0.0,2.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),307111.0,2019-09-23,2019-09-24,0.0,,MEDICAMENTOS,3500340,CALCORT (DEFLAZACORT) 30 MG TAB C/10,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),307111.0,2019-09-23,2019-09-24,0.0,,MEDICAMENTOS,3301580,CARNOTPRIM (METOCLOPRAMIDA) 10 MG COMP C/20,,,0.0,2.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),307111.0,2019-09-23,2019-09-24,0.0,,MEDICAMENTOS,3305225,CETOLAN (ALFA CETOANALOGOS DE AMINOACIDOS) 630 MG TAB C/100,,,0.0,2.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),307111.0,2019-09-23,2019-09-24,0.0,,MEDICAMENTOS,3302934,COMBIVENT RESPIMAT 1.68/8.77MG C/DOSIF.(IPRATRO./ SALBUTAMOL,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),307111.0,2019-09-23,2019-09-24,0.0,,MEDICAMENTOS,3301594,CORPOTASIN CL C/50 TAB AMSTRONG,,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),307111.0,2019-09-23,2019-09-24,0.0,,MEDICAMENTOS,3305095,CRESTOR 40MG C/30 TAB (ROSUVASTATINA),,,0.0,2.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),307111.0,2019-09-23,2019-09-24,0.0,,MEDICAMENTOS,3301540,DOLAC 30MG SUBLINGUAL C/2 TAB KETOROLACO,,,0.0,2.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),307111.0,2019-09-23,2019-09-24,0.0,,MEDICAMENTOS,3304632,DYMISTA D SPR 25ML FRA C/1 AZELASTINA//FLUTICASONA),,,0.0,2.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),307111.0,2019-09-23,2019-09-24,0.0,,MEDICAMENTOS,3305178,ELATEC 1000MG C/30 TAB DIOSMINA/HESPERIDINA PURIFICADA MICRO,,,0.0,2.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),307111.0,2019-09-23,2019-09-24,0.0,,MEDICAMENTOS,3300078,EVIPRESS 10MG C/10 TABS.(LERCADINIPINO),,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),307111.0,2019-09-23,2019-09-24,0.0,,MEDICAMENTOS,3301114,HIDRASEC 100MG C/9 CAPS(RACECADOTRILO),,,0.0,2.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),307111.0,2019-09-23,2019-09-24,0.0,,MEDICAMENTOS,3300859,IMOT OFT 0.5% 15ML(TIMOLOL),,,0.0,1.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),307111.0,2019-09-23,2019-09-24,0.0,,MEDICAMENTOS,3300885,INHIBITRON 20MG C/14 CAPS(OMEPRAZOL ),,,0.0,4.0,0,0.0
FARMACOS NACIONALES S.A. DE C.V. (FANASA),307111.0,2019-09-23,2019-09-24,0.0,,MEDICAMENTOS,3300948,JANUVIA 50MG C/28 CPR(SITAGLIPTINA),,,0.0,1.0,0,0.0
